"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000024845.1","GCA_000224745.1","GCA_009936255.1","GCA_009936275.1"
"Rhom172_0931","","hypothetical protein","4","4","1","1","1080","1","890","","1064","1064","1064","179fc4b66b5fe7c86a05d012dd5a340c_8203","2124b6b02b7cef79fdc244b38ecf46bc_3870","RmaAA213_21030.p01","RmaAA338_21090.p01"
"RmaAA338_21120","","hypothetical protein","4","4","1","1","1077","1","887","","164","191","170","179fc4b66b5fe7c86a05d012dd5a340c_8217","2124b6b02b7cef79fdc244b38ecf46bc_3860","RmaAA213_21060.p01","RmaAA338_21120.p01"
"RmaAA338_t00330","","tRNA-Ser","4","4","1","1","1071","1","881","","88","90","89","179fc4b66b5fe7c86a05d012dd5a340c_8251","2124b6b02b7cef79fdc244b38ecf46bc_3835","RmaAA213_t00320.r01","RmaAA338_t00330.r01"
"Rhom172_0917","","ABC transporter related protein","4","4","1","1","1069","1","879","","2234","2234","2234","179fc4b66b5fe7c86a05d012dd5a340c_8259","2124b6b02b7cef79fdc244b38ecf46bc_3815","RmaAA213_21130.p01","RmaAA338_21190.p01"
"RmaAA338_21200","","histone deacetylase superfamily","4","4","1","1","1068","1","878","","1031","1031","1031","179fc4b66b5fe7c86a05d012dd5a340c_8263","2124b6b02b7cef79fdc244b38ecf46bc_3811","RmaAA213_21140.p01","RmaAA338_21200.p01"
"RmaAA338_03050","","DNA helicase","4","4","1","1","2883","1","2396","","3098","3101","3099","179fc4b66b5fe7c86a05d012dd5a340c_1360","2124b6b02b7cef79fdc244b38ecf46bc_1251","RmaAA213_03170.p01","RmaAA338_03050.p01"
"Rmar_1965","","acyl-CoA thioesterase","4","4","1","1","1050","1","860","","551","596","584","179fc4b66b5fe7c86a05d012dd5a340c_8341","2124b6b02b7cef79fdc244b38ecf46bc_3739","RmaAA213_21320.p01","RmaAA338_21380.p01"
"Rhom172_0898","","RNA polymerase subunit sigma-54","4","4","1","1","1049","1","859","","473","476","473","179fc4b66b5fe7c86a05d012dd5a340c_8346","2124b6b02b7cef79fdc244b38ecf46bc_3735","RmaAA213_21330.p01","RmaAA338_21390.p01"
"serS","","serine--tRNA ligase","4","4","1","1","1047","1","857","","1280","1280","1280","179fc4b66b5fe7c86a05d012dd5a340c_8354","2124b6b02b7cef79fdc244b38ecf46bc_3726","RmaAA213_21350.p01","RmaAA338_21410.p01"
"Rmar_1973","","cyclase","4","4","1","1","1042","1","852","","821","842","827","179fc4b66b5fe7c86a05d012dd5a340c_8376","2124b6b02b7cef79fdc244b38ecf46bc_3705","RmaAA213_21400.p01","RmaAA338_21460.p01"
"pyrF","","orotidine 5'-phosphate decarboxylase","4","4","1","1","1040","1","850","","818","818","818","179fc4b66b5fe7c86a05d012dd5a340c_8384","2124b6b02b7cef79fdc244b38ecf46bc_3697","RmaAA213_21420.p01","RmaAA338_21480.p01"
"Rmar_1977","","putative signal transduction protein","4","4","1","1","1038","1","848","","884","917","900","179fc4b66b5fe7c86a05d012dd5a340c_8392","2124b6b02b7cef79fdc244b38ecf46bc_3689","RmaAA213_21440.p01","RmaAA338_21500.p01"
"RmaAA213_03440","","Membrane dipeptidase","4","4","1","1","2855","1","2424","","1292","1334","1308","179fc4b66b5fe7c86a05d012dd5a340c_1427","2124b6b02b7cef79fdc244b38ecf46bc_1350","RmaAA213_03440.p01","RmaAA338_03310.p01"
"obg","","GTPase Obg","4","4","1","1","1029","1","839","","1022","1022","1022","179fc4b66b5fe7c86a05d012dd5a340c_8426","2124b6b02b7cef79fdc244b38ecf46bc_3653","RmaAA213_21530.p01","RmaAA338_21590.p01"
"RmaAA213_21640","","tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB","4","4","1","1","1018","1","828","","1325","1328","1325","179fc4b66b5fe7c86a05d012dd5a340c_8472","2124b6b02b7cef79fdc244b38ecf46bc_3613","RmaAA213_21640.p01","RmaAA338_21700.p01"
"RmaAA213_21700","","hypothetical protein","4","4","1","1","1012","1","822","","677","677","677","179fc4b66b5fe7c86a05d012dd5a340c_8493","2124b6b02b7cef79fdc244b38ecf46bc_3589","RmaAA213_21700.p01","RmaAA338_21760.p01"
"Rhom172_0856","","aldehyde dehydrogenase","4","4","1","1","1007","1","817","","1397","1397","1397","179fc4b66b5fe7c86a05d012dd5a340c_8513","2124b6b02b7cef79fdc244b38ecf46bc_3569","RmaAA213_21750.p01","RmaAA338_21810.p01"
"RmaAA338_21820","","hypothetical protein","4","4","1","1","1006","1","816","","428","428","428","179fc4b66b5fe7c86a05d012dd5a340c_8517","2124b6b02b7cef79fdc244b38ecf46bc_3565","RmaAA213_21760.p01","RmaAA338_21820.p01"
"Rmar_2013","","hypothetical protein","4","4","1","1","1002","1","812","","662","662","662","179fc4b66b5fe7c86a05d012dd5a340c_8535","2124b6b02b7cef79fdc244b38ecf46bc_3548","RmaAA213_21800.p01","RmaAA338_21860.p01"
"folA","","Dihydrofolate reductase","4","4","1","1","2841","1","2438","","533","542","539","179fc4b66b5fe7c86a05d012dd5a340c_1467","2124b6b02b7cef79fdc244b38ecf46bc_1403","RmaAA213_03580.p01","RmaAA338_03450.p01"
"Rhom172_0846","","putative signal transduction protein with CBS domains","4","4","1","1","996","1","806","","434","434","434","179fc4b66b5fe7c86a05d012dd5a340c_8561","2124b6b02b7cef79fdc244b38ecf46bc_3527","RmaAA213_21860.p01","RmaAA338_21920.p01"
"Rhom172_0845","","hypothetical protein","4","4","1","1","995","1","805","","1058","1058","1058","179fc4b66b5fe7c86a05d012dd5a340c_8565","2124b6b02b7cef79fdc244b38ecf46bc_3523","RmaAA213_21870.p01","RmaAA338_21930.p01"
"RmaAA213_21880","","heme biosynthesis protein HemY","4","4","1","1","994","1","804","","332","332","332","179fc4b66b5fe7c86a05d012dd5a340c_8569","2124b6b02b7cef79fdc244b38ecf46bc_3519","RmaAA213_21880.p01","RmaAA338_21940.p01"
"sufD","","FeS assembly protein SufD","4","4","1","1","991","1","801","","1334","1334","1334","179fc4b66b5fe7c86a05d012dd5a340c_8581","2124b6b02b7cef79fdc244b38ecf46bc_3507","RmaAA213_21910.p01","RmaAA338_21970.p01"
"RmaAA213_21920","","cysteine desulfurase, SufS subfamily","4","4","1","1","990","1","800","","1256","1256","1256","179fc4b66b5fe7c86a05d012dd5a340c_8585","2124b6b02b7cef79fdc244b38ecf46bc_3503","RmaAA213_21920.p01","RmaAA338_21980.p01"
"RmaAA213_21960","","glyoxalase","4","4","1","1","986","1","796","","422","422","422","179fc4b66b5fe7c86a05d012dd5a340c_8601","2124b6b02b7cef79fdc244b38ecf46bc_3487","RmaAA213_21960.p01","RmaAA338_22020.p01"
"Rhom172_0335","","hypothetical protein","4","4","1","1","2839","1","2440","","3239","3683","3549","179fc4b66b5fe7c86a05d012dd5a340c_1475","2124b6b02b7cef79fdc244b38ecf46bc_1411","RmaAA213_03600.p01","RmaAA338_03470.p01"
"Rhom172_0832","","type II secretion system protein E","4","4","1","1","982","1","792","","1886","1886","1886","179fc4b66b5fe7c86a05d012dd5a340c_8618","2124b6b02b7cef79fdc244b38ecf46bc_3470","RmaAA213_22000.p01","RmaAA338_22060.p01"
"RmaAA213_22030","","short-chain dehydrogenase","4","4","1","1","979","1","789","","776","776","776","179fc4b66b5fe7c86a05d012dd5a340c_8630","2124b6b02b7cef79fdc244b38ecf46bc_3458","RmaAA213_22030.p01","RmaAA338_22090.p01"
"RmaAA338_22130","","ErfK/YbiS/YcfS/YnhG family protein","4","4","1","1","975","1","785","","965","965","965","179fc4b66b5fe7c86a05d012dd5a340c_8647","2124b6b02b7cef79fdc244b38ecf46bc_3446","RmaAA213_22070.p01","RmaAA338_22130.p01"
"ileS","","isoleucine--tRNA ligase","4","4","1","1","968","1","778","","3233","3233","3233","179fc4b66b5fe7c86a05d012dd5a340c_8680","2124b6b02b7cef79fdc244b38ecf46bc_3412","RmaAA213_22140.p01","RmaAA338_22200.p01"
"rpe","","ribulose-phosphate 3-epimerase","4","4","1","1","965","1","775","","674","674","674","179fc4b66b5fe7c86a05d012dd5a340c_8694","2124b6b02b7cef79fdc244b38ecf46bc_3399","RmaAA213_22170.p01","RmaAA338_22230.p01"
"thiL","","thiamine-monophosphate kinase","4","4","1","1","951","1","761","","1076","1088","1085","179fc4b66b5fe7c86a05d012dd5a340c_8723","2124b6b02b7cef79fdc244b38ecf46bc_3376","RmaAA213_22310.p01","RmaAA338_22370.p01"
"RmaAA338_03510","","protein of unknown function DUF6 transmembrane","4","4","1","1","2835","1","2444","","884","884","884","179fc4b66b5fe7c86a05d012dd5a340c_1500","2124b6b02b7cef79fdc244b38ecf46bc_1452","RmaAA213_03640.p01","RmaAA338_03510.p01"
"atoC","","sigma-54-dependent Fis family transcriptional regulator","4","4","1","1","947","1","757","","1328","1328","1328","179fc4b66b5fe7c86a05d012dd5a340c_8740","2124b6b02b7cef79fdc244b38ecf46bc_3359","RmaAA213_22350.p01","RmaAA338_22410.p01"
"ribD","","riboflavin biosynthesis protein RibD","4","4","1","1","943","1","753","","1106","1181","1124","179fc4b66b5fe7c86a05d012dd5a340c_8756","2124b6b02b7cef79fdc244b38ecf46bc_3343","RmaAA213_22390.p01","RmaAA338_22450.p01"
"RmaAA213_22430","","asparagine synthase","4","4","1","1","939","1","749","","1325","1325","1325","179fc4b66b5fe7c86a05d012dd5a340c_8781","2124b6b02b7cef79fdc244b38ecf46bc_3318","RmaAA213_22430.p01","RmaAA338_22490.p01"
"RmaAA213_22480","","DNA-directed RNA polymerase sigma-70 factor","4","4","1","1","934","1","744","","521","521","521","179fc4b66b5fe7c86a05d012dd5a340c_8801","2124b6b02b7cef79fdc244b38ecf46bc_3298","RmaAA213_22480.p01","RmaAA338_22540.p01"
"RmaAA213_22530","","hypothetical protein","4","4","1","1","929","1","739","","845","845","845","179fc4b66b5fe7c86a05d012dd5a340c_8825","2124b6b02b7cef79fdc244b38ecf46bc_3278","RmaAA213_22530.p01","RmaAA338_22590.p01"
"Rmar_2081","","membrane protein","4","4","1","1","928","1","738","","1391","1421","1413","179fc4b66b5fe7c86a05d012dd5a340c_8830","2124b6b02b7cef79fdc244b38ecf46bc_3273","RmaAA213_22540.p01","RmaAA338_22600.p01"
"Rmar_0352","","LacI family transcriptional regulator","4","4","1","1","2832","1","2447","","1013","1043","1028","179fc4b66b5fe7c86a05d012dd5a340c_1513","2124b6b02b7cef79fdc244b38ecf46bc_1460","RmaAA213_03670.p01","RmaAA338_03540.p01"
"RmaAA213_22560","","anti-FecI sigma factor, FecR","4","4","1","1","926","1","736","","1019","1022","1019","179fc4b66b5fe7c86a05d012dd5a340c_8839","2124b6b02b7cef79fdc244b38ecf46bc_3267","RmaAA213_22560.p01","RmaAA338_22620.p01"
"acnA","","aconitate hydratase 1","4","4","1","1","925","1","735","","2747","2921","2790","179fc4b66b5fe7c86a05d012dd5a340c_8843","2124b6b02b7cef79fdc244b38ecf46bc_3263","RmaAA213_22570.p01","RmaAA338_22630.p01"
"thiD","","phosphomethylpyrimidine kinase","4","4","1","1","921","1","731","","857","857","857","179fc4b66b5fe7c86a05d012dd5a340c_8891","2124b6b02b7cef79fdc244b38ecf46bc_3235","RmaAA213_22590.p01","RmaAA338_22650.p01"
"thiO","","glycine oxidase ThiO","4","4","1","1","917","1","727","","1124","1124","1124","179fc4b66b5fe7c86a05d012dd5a340c_8907","2124b6b02b7cef79fdc244b38ecf46bc_3219","RmaAA213_22630.p01","RmaAA338_22690.p01"
"RmaAA213_03780","","glycosidase","4","4","1","1","2821","1","2458","","1031","1031","1031","179fc4b66b5fe7c86a05d012dd5a340c_1559","2124b6b02b7cef79fdc244b38ecf46bc_1498","RmaAA213_03780.p01","RmaAA338_03650.p01"
"Rmar_2102","","ATPase AAA","4","4","1","1","914","1","724","","1754","1754","1754","179fc4b66b5fe7c86a05d012dd5a340c_8920","2124b6b02b7cef79fdc244b38ecf46bc_3206","RmaAA213_22660.p01","RmaAA338_22720.p01"
"RmaAA213_22740","","CBS domain containing protein","4","4","1","1","906","1","716","","1241","1265","1256","179fc4b66b5fe7c86a05d012dd5a340c_8961","2124b6b02b7cef79fdc244b38ecf46bc_3167","RmaAA213_22740.p01","RmaAA338_22800.p01"
"Rmar_2112","","sodium-dependent transporter","4","4","1","1","905","1","715","","1367","1367","1367","179fc4b66b5fe7c86a05d012dd5a340c_8965","2124b6b02b7cef79fdc244b38ecf46bc_3163","RmaAA213_22750.p01","RmaAA338_22810.p01"
"Rmar_2113","","hypothetical protein","4","4","1","1","904","1","714","","1934","1934","1934","179fc4b66b5fe7c86a05d012dd5a340c_8969","2124b6b02b7cef79fdc244b38ecf46bc_3159","RmaAA213_22760.p01","RmaAA338_22820.p01"
"RmaAA338_22880","","hypothetical protein","4","4","1","1","898","1","708","","203","203","203","179fc4b66b5fe7c86a05d012dd5a340c_8991","2124b6b02b7cef79fdc244b38ecf46bc_3134","RmaAA213_22820.p01","RmaAA338_22880.p01"
"Rmar_0365","","sugar ABC transporter ATP-binding protein","4","4","1","1","2817","1","2462","","1112","1124","1121","179fc4b66b5fe7c86a05d012dd5a340c_1572","2124b6b02b7cef79fdc244b38ecf46bc_1515","RmaAA213_03820.p01","RmaAA338_03690.p01"
"Rmar_2120","","hypothetical protein","4","4","1","1","897","1","707","","329","329","329","179fc4b66b5fe7c86a05d012dd5a340c_8995","2124b6b02b7cef79fdc244b38ecf46bc_3130","RmaAA213_22830.p01","RmaAA338_22890.p01"
"hrcA","","heat-inducible transcription repressor HrcA","4","4","1","1","890","1","700","","1121","1133","1124","179fc4b66b5fe7c86a05d012dd5a340c_9024","2124b6b02b7cef79fdc244b38ecf46bc_3101","RmaAA213_22900.p01","RmaAA338_22960.p01"
"Rmar_2130","","oxidoreductase","4","4","1","1","887","1","697","","2921","2921","2921","179fc4b66b5fe7c86a05d012dd5a340c_9037","2124b6b02b7cef79fdc244b38ecf46bc_3088","RmaAA213_22930.p01","RmaAA338_22990.p01"
"RmaAA213_22950","","hypothetical protein","4","4","1","1","885","1","695","","1376","1376","1376","179fc4b66b5fe7c86a05d012dd5a340c_9045","2124b6b02b7cef79fdc244b38ecf46bc_3080","RmaAA213_22950.p01","RmaAA338_23010.p01"
"RmaAA338_23020","","ligand-gated channel","4","4","1","1","884","1","694","","2282","2285","2282","179fc4b66b5fe7c86a05d012dd5a340c_9050","2124b6b02b7cef79fdc244b38ecf46bc_3076","RmaAA213_22960.p01","RmaAA338_23020.p01"
"RmaAA338_23030","","hypothetical protein","4","4","1","1","883","1","693","","509","509","509","179fc4b66b5fe7c86a05d012dd5a340c_9059","2124b6b02b7cef79fdc244b38ecf46bc_3064","RmaAA213_22970.p01","RmaAA338_23030.p01"
"RmaAA213_22980","","NAD-dependent epimerase","4","4","1","1","882","1","692","","770","770","770","179fc4b66b5fe7c86a05d012dd5a340c_9063","2124b6b02b7cef79fdc244b38ecf46bc_3059","RmaAA213_22980.p01","RmaAA338_23040.p01"
"RmaAA213_23060","","peroxiredoxin","4","4","1","1","874","1","684","","515","515","515","179fc4b66b5fe7c86a05d012dd5a340c_9100","2124b6b02b7cef79fdc244b38ecf46bc_3033","RmaAA213_23060.p01","RmaAA338_23120.p01"
"Rmar_0374","","hypothetical protein","4","4","1","1","2807","1","2472","","269","311","297","179fc4b66b5fe7c86a05d012dd5a340c_1611","2124b6b02b7cef79fdc244b38ecf46bc_1558","RmaAA213_03920.p01","RmaAA338_03790.p01"
"purB","","adenylosuccinate lyase","4","4","1","1","869","1","679","","1295","1295","1295","179fc4b66b5fe7c86a05d012dd5a340c_9127","2124b6b02b7cef79fdc244b38ecf46bc_3006","RmaAA213_23100.p01","RmaAA338_23160.p01"
"nuoB","","NADH-quinone oxidoreductase subunit B","4","4","1","1","867","1","677","","584","584","584","179fc4b66b5fe7c86a05d012dd5a340c_9136","2124b6b02b7cef79fdc244b38ecf46bc_2997","RmaAA213_23120.p01","RmaAA338_23180.p01"
"RmaAA213_23150","","NADH-quinone oxidoreductase subunit E","4","4","1","1","864","1","674","","674","674","674","179fc4b66b5fe7c86a05d012dd5a340c_9148","2124b6b02b7cef79fdc244b38ecf46bc_2985","RmaAA213_23150.p01","RmaAA338_23210.p01"
"Rmar_2163","","malate synthase","4","4","1","1","857","1","667","","1586","1625","1605","179fc4b66b5fe7c86a05d012dd5a340c_9176","2124b6b02b7cef79fdc244b38ecf46bc_2957","RmaAA213_23220.p01","RmaAA338_23280.p01"
"Rmar_2164","","transcriptional regulator","4","4","1","1","856","1","666","","833","833","833","179fc4b66b5fe7c86a05d012dd5a340c_9180","2124b6b02b7cef79fdc244b38ecf46bc_2953","RmaAA213_23230.p01","RmaAA338_23290.p01"
"Rmar_2165","","hypothetical protein","4","4","1","1","855","1","665","","680","680","680","179fc4b66b5fe7c86a05d012dd5a340c_9184","2124b6b02b7cef79fdc244b38ecf46bc_2949","RmaAA213_23240.p01","RmaAA338_23300.p01"
"deoD_2","","purine nucleoside phosphorylase","4","4","1","1","854","1","664","","869","869","869","179fc4b66b5fe7c86a05d012dd5a340c_9188","2124b6b02b7cef79fdc244b38ecf46bc_2945","RmaAA213_23250.p01","RmaAA338_23310.p01"
"Rhom172_0706","","YggS family pyridoxal phosphate enzyme","4","4","1","1","852","1","662","","734","734","734","179fc4b66b5fe7c86a05d012dd5a340c_9196","2124b6b02b7cef79fdc244b38ecf46bc_2937","RmaAA213_23270.p01","RmaAA338_23330.p01"
"RmaAA213_03930","","ArsC family transcriptional regulator","4","4","1","1","2806","1","2473","","422","425","424","179fc4b66b5fe7c86a05d012dd5a340c_1615","2124b6b02b7cef79fdc244b38ecf46bc_1562","RmaAA213_03930.p01","RmaAA338_03800.p01"
"speE_1","","polyamine aminopropyltransferase","4","4","1","1","851","1","661","","890","890","890","179fc4b66b5fe7c86a05d012dd5a340c_9200","2124b6b02b7cef79fdc244b38ecf46bc_2933","RmaAA213_23280.p01","RmaAA338_23340.p01"
"Rmar_2172","","NAD(P) transhydrogenase subunit alpha","4","4","1","1","848","1","658","","1133","1133","1133","179fc4b66b5fe7c86a05d012dd5a340c_9212","2124b6b02b7cef79fdc244b38ecf46bc_2921","RmaAA213_23310.p01","RmaAA338_23370.p01"
"serC","","phosphoserine aminotransferase","4","4","1","1","847","1","657","","1118","1118","1118","179fc4b66b5fe7c86a05d012dd5a340c_9216","2124b6b02b7cef79fdc244b38ecf46bc_2917","RmaAA213_23320.p01","RmaAA338_23380.p01"
"Rhom172_0700","","hypothetical protein","4","4","1","1","846","1","656","","1220","1220","1220","179fc4b66b5fe7c86a05d012dd5a340c_9220","2124b6b02b7cef79fdc244b38ecf46bc_2913","RmaAA213_23330.p01","RmaAA338_23390.p01"
"RmaAA213_23390","","competence/damage-inducible protein CinA","4","4","1","1","839","1","649","","1271","1271","1271","179fc4b66b5fe7c86a05d012dd5a340c_9250","2124b6b02b7cef79fdc244b38ecf46bc_2888","RmaAA213_23390.p01","RmaAA338_23450.p01"
"pyrE","","orotate phosphoribosyltransferase","4","4","1","1","838","1","648","","653","653","653","179fc4b66b5fe7c86a05d012dd5a340c_9254","2124b6b02b7cef79fdc244b38ecf46bc_2884","RmaAA213_23400.p01","RmaAA338_23460.p01"
"Rhom172_0689","","hypothetical protein","4","4","1","1","834","1","644","","2495","2495","2495","179fc4b66b5fe7c86a05d012dd5a340c_9272","2124b6b02b7cef79fdc244b38ecf46bc_2867","RmaAA213_23440.p01","RmaAA338_23500.p01"
"RmaAA213_23450","","two component transcriptional regulator, LytTR family","4","4","1","1","833","1","643","","827","827","827","179fc4b66b5fe7c86a05d012dd5a340c_9276","2124b6b02b7cef79fdc244b38ecf46bc_2863","RmaAA213_23450.p01","RmaAA338_23510.p01"
"RmaAA338_23540","","hypothetical protein","4","4","1","1","830","1","640","","605","605","605","179fc4b66b5fe7c86a05d012dd5a340c_9290","2124b6b02b7cef79fdc244b38ecf46bc_2851","RmaAA213_23480.p01","RmaAA338_23540.p01"
"Rhom172_0376","","hypothetical protein","4","4","1","1","2802","1","2477","","449","452","451","179fc4b66b5fe7c86a05d012dd5a340c_1631","2124b6b02b7cef79fdc244b38ecf46bc_1585","RmaAA213_03970.p01","RmaAA338_03840.p01"
"Rhom172_0680","","L-lysine 6-transaminase","4","4","1","1","824","1","634","","1358","1403","1369","179fc4b66b5fe7c86a05d012dd5a340c_9310","2124b6b02b7cef79fdc244b38ecf46bc_2831","RmaAA213_23540.p01","RmaAA338_23600.p01"
"Rhom172_0677","","hypothetical protein","4","4","1","1","821","1","631","","212","212","212","179fc4b66b5fe7c86a05d012dd5a340c_9323","2124b6b02b7cef79fdc244b38ecf46bc_2819","RmaAA213_23570.p01","RmaAA338_23630.p01"
"Rmar_2199","","CoA transferase","4","4","1","1","819","1","629","","1205","1205","1205","179fc4b66b5fe7c86a05d012dd5a340c_9331","2124b6b02b7cef79fdc244b38ecf46bc_2810","RmaAA213_23590.p01","RmaAA338_23650.p01"
"Rhom172_0672","","AMP-dependent synthetase","4","4","1","1","816","1","626","","1577","1577","1577","179fc4b66b5fe7c86a05d012dd5a340c_9344","2124b6b02b7cef79fdc244b38ecf46bc_2797","RmaAA213_23620.p01","RmaAA338_23680.p01"
"Rhom172_0671","","short chain dehydrogenase","4","4","1","1","815","1","625","","839","839","839","179fc4b66b5fe7c86a05d012dd5a340c_9348","2124b6b02b7cef79fdc244b38ecf46bc_2793","RmaAA213_23630.p01","RmaAA338_23690.p01"
"Rhom172_0657","","hypothetical protein","4","4","1","1","801","1","611","","200","200","200","179fc4b66b5fe7c86a05d012dd5a340c_9411","2124b6b02b7cef79fdc244b38ecf46bc_2735","RmaAA213_23770.p01","RmaAA338_23830.p01"
"Rmar_2220","","rod shape-determining protein MreD","4","4","1","1","799","1","609","","500","500","500","179fc4b66b5fe7c86a05d012dd5a340c_9420","2124b6b02b7cef79fdc244b38ecf46bc_2726","RmaAA213_23790.p01","RmaAA338_23850.p01"
"RmaAA213_04100","","serine protease","4","4","1","1","2789","1","2490","","1328","1358","1343","179fc4b66b5fe7c86a05d012dd5a340c_1686","2124b6b02b7cef79fdc244b38ecf46bc_1639","RmaAA213_04100.p01","RmaAA338_03970.p01"
"thrA","","aspartate kinase","4","4","1","1","797","1","607","","2471","2471","2471","179fc4b66b5fe7c86a05d012dd5a340c_9428","2124b6b02b7cef79fdc244b38ecf46bc_2718","RmaAA213_23810.p01","RmaAA338_23870.p01"
"Rmar_2223","","Integral membrane protein TerC","4","4","1","1","795","1","605","","779","779","779","179fc4b66b5fe7c86a05d012dd5a340c_9435","2124b6b02b7cef79fdc244b38ecf46bc_2711","RmaAA213_23820.p01","RmaAA338_23880.p01"
"RmaAA213_23840","","hypothetical protein","4","4","1","1","793","1","603","","275","275","275","179fc4b66b5fe7c86a05d012dd5a340c_9443","2124b6b02b7cef79fdc244b38ecf46bc_2703","RmaAA213_23840.p01","RmaAA338_23900.p01"
"RmaAA338_23930","","hypothetical protein","4","4","1","1","790","1","600","","1964","1964","1964","179fc4b66b5fe7c86a05d012dd5a340c_9455","2124b6b02b7cef79fdc244b38ecf46bc_2691","RmaAA213_23870.p01","RmaAA338_23930.p01"
"RmaAA213_23880","","hypothetical protein","4","4","1","1","789","1","599","","182","182","182","179fc4b66b5fe7c86a05d012dd5a340c_9460","2124b6b02b7cef79fdc244b38ecf46bc_2687","RmaAA213_23880.p01","RmaAA338_23940.p01"
