"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"Thethe_02165","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","5","5","1","1","732","1","1905","","1430","1430","1430","ad4372dd6c0e02f4056d5abcc058849f_8308","af9d275dc4cc622cb84d6cc9ce503ea4_3050","Tsac_2558.p01","5840733bfae2da7714a13ada5e214277_8565","Thert_00535.p01"
"Thert_00668","","ABC transporter related","5","5","1","1","650","1","1823","","722","722","722","ad4372dd6c0e02f4056d5abcc058849f_8656","af9d275dc4cc622cb84d6cc9ce503ea4_2714","Tsac_2653.p01","5840733bfae2da7714a13ada5e214277_8910","Thert_00668.p01"
"Thexy_1972","","RNA polymerase, sigma-24 subunit, ECF subfamily","5","5","1","1","1664","1","421","","557","578","561","ad4372dd6c0e02f4056d5abcc058849f_9142","af9d275dc4cc622cb84d6cc9ce503ea4_8130","Tsac_0074.p01","5840733bfae2da7714a13ada5e214277_9429","Thert_00810.p01"
"Tthe_2305","","ABC transporter related protein","5","5","1","1","1650","1","407","","773","773","773","ad4372dd6c0e02f4056d5abcc058849f_9200","af9d275dc4cc622cb84d6cc9ce503ea4_8187","Tsac_0088.p01","5840733bfae2da7714a13ada5e214277_9491","Thert_00828.p01"
"Tthe_2306","","ABC-type transporter, integral membrane subunit","5","5","1","1","1649","1","406","","800","800","800","ad4372dd6c0e02f4056d5abcc058849f_9204","af9d275dc4cc622cb84d6cc9ce503ea4_8191","Tsac_0089.p01","5840733bfae2da7714a13ada5e214277_9495","Thert_00830.p01"
"Thert_00935","","extracellular solute-binding protein family 1","5","5","1","1","1588","1","345","","179","1343","1107","ad4372dd6c0e02f4056d5abcc058849f_9562","af9d275dc4cc622cb84d6cc9ce503ea4_8446","Tsac_0167.p01","5840733bfae2da7714a13ada5e214277_9755","Thert_00935.p01"
"Thert_01046","","2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase","5","5","1","1","1503","1","260","","620","629","621","ad4372dd6c0e02f4056d5abcc058849f_9867","af9d275dc4cc622cb84d6cc9ce503ea4_8799","Tsac_0268.p01","5840733bfae2da7714a13ada5e214277_10087","Thert_01046.p01"
"Tsac_0298","","sporulation transcriptional regulator SpoIIID","5","5","1","1","1473","1","230","","251","251","251","ad4372dd6c0e02f4056d5abcc058849f_9980","af9d275dc4cc622cb84d6cc9ce503ea4_8920","Tsac_0298.p01","5840733bfae2da7714a13ada5e214277_10209","Thert_01079.p01"
"Thexy_2200","","Thymidine kinase","5","5","1","1","1447","1","204","","578","581","579","ad4372dd6c0e02f4056d5abcc058849f_10085","af9d275dc4cc622cb84d6cc9ce503ea4_9027","Tsac_0324.p01","5840733bfae2da7714a13ada5e214277_10322","Thert_01120.p01"
"Thethe_02590","","50S ribosomal protein L31","5","5","1","1","1446","1","203","","209","209","209","ad4372dd6c0e02f4056d5abcc058849f_10089","af9d275dc4cc622cb84d6cc9ce503ea4_9031","Tsac_0325.p01","5840733bfae2da7714a13ada5e214277_10326","Thert_01121.p01"
"Tsac_0328","","fructose-1,6-bisphosphate aldolase, class II","5","5","1","1","1443","1","200","","851","851","851","ad4372dd6c0e02f4056d5abcc058849f_10101","af9d275dc4cc622cb84d6cc9ce503ea4_9043","Tsac_0328.p01","5840733bfae2da7714a13ada5e214277_10338","Thert_01126.p01"
"Thethe_02655","","CRISPR-associated protein Cas2","5","5","1","1","1379","1","136","","263","263","263","ad4372dd6c0e02f4056d5abcc058849f_10379","af9d275dc4cc622cb84d6cc9ce503ea4_9313","Tsac_0386.p01","5840733bfae2da7714a13ada5e214277_10603","Thert_01200.p01"
"Thexy_2292","","SUF system FeS assembly protein, NifU family","5","5","1","1","1360","1","117","","413","413","413","ad4372dd6c0e02f4056d5abcc058849f_10474","af9d275dc4cc622cb84d6cc9ce503ea4_9390","Tsac_0395.p01","5840733bfae2da7714a13ada5e214277_10683","Thert_01226.p01"
"Thert_01231","","FeS assembly ATPase SufC","5","5","1","1","1356","1","113","","752","752","752","ad4372dd6c0e02f4056d5abcc058849f_10490","af9d275dc4cc622cb84d6cc9ce503ea4_9406","Tsac_0399.p01","5840733bfae2da7714a13ada5e214277_10699","Thert_01231.p01"
"Thexy_2320","","hypothetical protein","5","5","1","1","1333","1","90","","170","215","179","ad4372dd6c0e02f4056d5abcc058849f_10531","af9d275dc4cc622cb84d6cc9ce503ea4_9501","Tsac_0421.p01","5840733bfae2da7714a13ada5e214277_10748","Thert_01243.p01"
"Thert_01340","","natural resistance-associated macrophage protein","5","5","1","1","1276","1","33","","1235","1235","1235","ad4372dd6c0e02f4056d5abcc058849f_10813","af9d275dc4cc622cb84d6cc9ce503ea4_9742","Tsac_0520.p01","5840733bfae2da7714a13ada5e214277_10953","Thert_01340.p01"
"Tsac_2355","","two component transcriptional regulator, winged helix family","5","5","1","1","908","1","2081","","668","671","669","ad4372dd6c0e02f4056d5abcc058849f_7740","af9d275dc4cc622cb84d6cc9ce503ea4_3804","Tsac_2355.p01","5840733bfae2da7714a13ada5e214277_7806","Thert_00359.p01"
"Thert_03152","","guanylate kinase","5","5","1","1","2229","1","986","","611","617","614","ad4372dd6c0e02f4056d5abcc058849f_6058","af9d275dc4cc622cb84d6cc9ce503ea4_5780","Tsac_1715.p01","5840733bfae2da7714a13ada5e214277_5934","Thert_03152.p01"
"Thethe_02494","","phospho-2-dehydro-3-deoxyheptonate aldolase","5","5","1","1","1534","1","291","","1004","1007","1005","ad4372dd6c0e02f4056d5abcc058849f_9691","af9d275dc4cc622cb84d6cc9ce503ea4_8670","Tsac_0235.p01","5840733bfae2da7714a13ada5e214277_9928","Thert_01008.p01"
"Tthe_0001","","Chromosomal replication initiator protein dnaA","5","5","1","1","1","1","1174","","1331","1331","1331","ad4372dd6c0e02f4056d5abcc058849f_3","af9d275dc4cc622cb84d6cc9ce503ea4_3","Tsac_0552.p01","5840733bfae2da7714a13ada5e214277_3","Thert_01379.p01"
"Thexy_0008","","DNA gyrase, B subunit","5","5","1","1","8","1","1181","","1901","1901","1901","ad4372dd6c0e02f4056d5abcc058849f_31","af9d275dc4cc622cb84d6cc9ce503ea4_31","Tsac_0559.p01","5840733bfae2da7714a13ada5e214277_31","Thert_01387.p01"
"Tthe_0027","","seryl-tRNA synthetase","5","5","1","1","27","1","1200","","1271","1271","1271","ad4372dd6c0e02f4056d5abcc058849f_108","af9d275dc4cc622cb84d6cc9ce503ea4_109","Tsac_0578.p01","5840733bfae2da7714a13ada5e214277_109","Thert_01409.p01"
"Thethe_00065","","beta-lactamase domain protein","5","5","1","1","65","1","1238","","896","911","899","ad4372dd6c0e02f4056d5abcc058849f_281","af9d275dc4cc622cb84d6cc9ce503ea4_296","Tsac_0630.p01","5840733bfae2da7714a13ada5e214277_255","Thert_01466.p01"
"Thethe_00079","","protein of unknown function DUF970","5","5","1","1","75","1","1248","","329","329","329","ad4372dd6c0e02f4056d5abcc058849f_326","af9d275dc4cc622cb84d6cc9ce503ea4_345","Tsac_0638.p01","5840733bfae2da7714a13ada5e214277_308","Thert_01478.p01"
"Thethe_00114","","NADH ubiquinone oxidoreductase 20 kDa subunit","5","5","1","1","108","1","1281","","473","473","473","ad4372dd6c0e02f4056d5abcc058849f_496","af9d275dc4cc622cb84d6cc9ce503ea4_480","Tsac_0677.p01","5840733bfae2da7714a13ada5e214277_451","Thert_01535.p01"
"Tsac_0731","","transcriptional regulator, LacI family","5","5","1","1","139","1","1312","","1013","1013","1013","ad4372dd6c0e02f4056d5abcc058849f_745","af9d275dc4cc622cb84d6cc9ce503ea4_608","Tsac_0731.p01","5840733bfae2da7714a13ada5e214277_678","Thert_01587.p01"
"Thert_01593","","two component transcriptional regulator, winged helix family","5","5","1","1","145","1","1318","","683","683","683","ad4372dd6c0e02f4056d5abcc058849f_769","af9d275dc4cc622cb84d6cc9ce503ea4_632","Tsac_0737.p01","5840733bfae2da7714a13ada5e214277_703","Thert_01593.p01"
"Thexy_0157","","protein of unknown function DUF1021","5","5","1","1","154","1","1327","","263","263","263","ad4372dd6c0e02f4056d5abcc058849f_805","af9d275dc4cc622cb84d6cc9ce503ea4_669","Tsac_0746.p01","5840733bfae2da7714a13ada5e214277_741","Thert_01605.p01"
"Thethe_00190","","transcriptional regulator, GntR family","5","5","1","1","157","1","1330","","677","677","677","ad4372dd6c0e02f4056d5abcc058849f_817","af9d275dc4cc622cb84d6cc9ce503ea4_681","Tsac_0749.p01","5840733bfae2da7714a13ada5e214277_753","Thert_01609.p01"
"Tsac_0752","","GerA spore germination protein","5","5","1","1","160","1","1333","","1622","1646","1634","ad4372dd6c0e02f4056d5abcc058849f_829","af9d275dc4cc622cb84d6cc9ce503ea4_693","Tsac_0752.p01","5840733bfae2da7714a13ada5e214277_765","Thert_01613.p01"
"Thexy_0183","","hypothetical protein","5","5","1","1","179","1","1352","","671","671","671","ad4372dd6c0e02f4056d5abcc058849f_882","af9d275dc4cc622cb84d6cc9ce503ea4_771","Tsac_0781.p01","5840733bfae2da7714a13ada5e214277_849","Thert_01630.p01"
"Tsac_R0051","","tRNA-Leu","5","5","1","1","227","1","1400","","89","89","89","ad4372dd6c0e02f4056d5abcc058849f_1070","af9d275dc4cc622cb84d6cc9ce503ea4_967","Tsac_R0051.r01","5840733bfae2da7714a13ada5e214277_1070","Thert_r022.r01"
"Thexy_R0018","","tRNA-Met","5","5","1","1","229","1","1402","","73","76","74","ad4372dd6c0e02f4056d5abcc058849f_1076","af9d275dc4cc622cb84d6cc9ce503ea4_973","Tsac_R0053.r01","5840733bfae2da7714a13ada5e214277_1076","Thert_r024.r01"
"Tthe_0349","","UPF0210 protein","5","5","1","1","241","1","1414","","1364","1364","1364","ad4372dd6c0e02f4056d5abcc058849f_1389","af9d275dc4cc622cb84d6cc9ce503ea4_1025","Tsac_0923.p01","5840733bfae2da7714a13ada5e214277_1183","Thert_01800.p01"
"Tsac_0936","","hypoxanthine phosphoribosyltransferase","5","5","1","1","255","1","1428","","545","545","545","ad4372dd6c0e02f4056d5abcc058849f_1433","af9d275dc4cc622cb84d6cc9ce503ea4_1080","Tsac_0936.p01","5840733bfae2da7714a13ada5e214277_1238","Thert_01813.p01"
"Tsac_0954","","Shikimate/quinate 5-dehydrogenase","5","5","1","1","273","1","1446","","1094","1094","1094","ad4372dd6c0e02f4056d5abcc058849f_1506","af9d275dc4cc622cb84d6cc9ce503ea4_1153","Tsac_0954.p01","5840733bfae2da7714a13ada5e214277_1317","Thert_01836.p01"
"Thethe_00328","","transcription elongation factor GreA","5","5","1","1","274","1","1447","","473","473","473","ad4372dd6c0e02f4056d5abcc058849f_1510","af9d275dc4cc622cb84d6cc9ce503ea4_1157","Tsac_0955.p01","5840733bfae2da7714a13ada5e214277_1321","Thert_01837.p01"
"Tsac_0956","","Lysyl-tRNA synthetase","5","5","1","1","275","1","1448","","1520","1520","1520","ad4372dd6c0e02f4056d5abcc058849f_1514","af9d275dc4cc622cb84d6cc9ce503ea4_1161","Tsac_0956.p01","5840733bfae2da7714a13ada5e214277_1325","Thert_01838.p01"
"Thert_01840","","GTP cyclohydrolase I","5","5","1","1","276","1","1449","","563","566","564","ad4372dd6c0e02f4056d5abcc058849f_1518","af9d275dc4cc622cb84d6cc9ce503ea4_1165","Tsac_0957.p01","5840733bfae2da7714a13ada5e214277_1329","Thert_01840.p01"
"Thexy_0300","","UvrB/UvrC protein","5","5","1","1","297","1","1470","","527","527","527","ad4372dd6c0e02f4056d5abcc058849f_1585","af9d275dc4cc622cb84d6cc9ce503ea4_1250","Tsac_0978.p01","5840733bfae2da7714a13ada5e214277_1397","Thert_01863.p01"
"Tthe_0400","","ATPase AAA-2 domain protein","5","5","1","1","299","1","1472","","2432","2432","2432","ad4372dd6c0e02f4056d5abcc058849f_1593","af9d275dc4cc622cb84d6cc9ce503ea4_1258","Tsac_0980.p01","5840733bfae2da7714a13ada5e214277_1405","Thert_01867.p01"
"Tsac_0982","","hypothetical protein","5","5","1","1","301","1","1474","","395","395","395","ad4372dd6c0e02f4056d5abcc058849f_1601","af9d275dc4cc622cb84d6cc9ce503ea4_1266","Tsac_0982.p01","5840733bfae2da7714a13ada5e214277_1413","Thert_01869.p01"
"Tsac_1003","","DNA-directed RNA polymerase subunit beta","5","5","1","1","324","1","1497","","3710","3713","3712","ad4372dd6c0e02f4056d5abcc058849f_1692","af9d275dc4cc622cb84d6cc9ce503ea4_1357","Tsac_1003.p01","5840733bfae2da7714a13ada5e214277_1505","Thert_01895.p01"
"Thethe_00375","","DNA-directed RNA polymerase subunit beta'","5","5","1","1","325","1","1498","","3554","3554","3554","ad4372dd6c0e02f4056d5abcc058849f_1696","af9d275dc4cc622cb84d6cc9ce503ea4_1361","Tsac_1004.p01","5840733bfae2da7714a13ada5e214277_1509","Thert_01898.p01"
"Thert_01899","","ribosomal protein L7Ae/L30e/S12e/Gadd45","5","5","1","1","326","1","1499","","245","245","245","ad4372dd6c0e02f4056d5abcc058849f_1700","af9d275dc4cc622cb84d6cc9ce503ea4_1365","Tsac_1005.p01","5840733bfae2da7714a13ada5e214277_1517","Thert_01899.p01"
"Thethe_00379","","ribosomal protein S7","5","5","1","1","328","1","1501","","470","470","470","ad4372dd6c0e02f4056d5abcc058849f_1708","af9d275dc4cc622cb84d6cc9ce503ea4_1373","Tsac_1007.p01","5840733bfae2da7714a13ada5e214277_1525","Thert_01901.p01"
"Thert_01907","","50S ribosomal protein L3","5","5","1","1","332","1","1505","","629","629","629","ad4372dd6c0e02f4056d5abcc058849f_1724","af9d275dc4cc622cb84d6cc9ce503ea4_1389","Tsac_1011.p01","5840733bfae2da7714a13ada5e214277_1541","Thert_01907.p01"
"Tsac_1014","","ribosomal protein L2","5","5","1","1","335","1","1508","","830","830","830","ad4372dd6c0e02f4056d5abcc058849f_1736","af9d275dc4cc622cb84d6cc9ce503ea4_1401","Tsac_1014.p01","5840733bfae2da7714a13ada5e214277_1553","Thert_01910.p01"
"Tthe_0437","","ribosomal protein L22","5","5","1","1","337","1","1510","","332","332","332","ad4372dd6c0e02f4056d5abcc058849f_1744","af9d275dc4cc622cb84d6cc9ce503ea4_1409","Tsac_1016.p01","5840733bfae2da7714a13ada5e214277_1561","Thert_01912.p01"
"Thethe_00390","","50S ribosomal protein L16","5","5","1","1","339","1","1512","","434","434","434","ad4372dd6c0e02f4056d5abcc058849f_1752","af9d275dc4cc622cb84d6cc9ce503ea4_1417","Tsac_1018.p01","5840733bfae2da7714a13ada5e214277_1569","Thert_01914.p01"
"Thethe_00392","","30S ribosomal protein S17","5","5","1","1","341","1","1514","","254","254","254","ad4372dd6c0e02f4056d5abcc058849f_1760","af9d275dc4cc622cb84d6cc9ce503ea4_1425","Tsac_1020.p01","5840733bfae2da7714a13ada5e214277_1577","Thert_01916.p01"
"Thexy_0348","","ribosomal protein S8","5","5","1","1","346","1","1519","","392","392","392","ad4372dd6c0e02f4056d5abcc058849f_1780","af9d275dc4cc622cb84d6cc9ce503ea4_1445","Tsac_1025.p01","5840733bfae2da7714a13ada5e214277_1597","Thert_01922.p01"
"Thethe_00400","","ribosomal protein S5","5","5","1","1","349","1","1522","","503","503","503","ad4372dd6c0e02f4056d5abcc058849f_1792","af9d275dc4cc622cb84d6cc9ce503ea4_1457","Tsac_1028.p01","5840733bfae2da7714a13ada5e214277_1609","Thert_01925.p01"
"Thert_01928","","preprotein translocase, SecY subunit","5","5","1","1","352","1","1525","","1256","1256","1256","ad4372dd6c0e02f4056d5abcc058849f_1804","af9d275dc4cc622cb84d6cc9ce503ea4_1469","Tsac_1031.p01","5840733bfae2da7714a13ada5e214277_1621","Thert_01928.p01"
"Tthe_0457","","50S ribosomal protein L36","5","5","1","1","357","1","1530","","113","113","113","ad4372dd6c0e02f4056d5abcc058849f_1824","af9d275dc4cc622cb84d6cc9ce503ea4_1489","Tsac_1036.p01","5840733bfae2da7714a13ada5e214277_1641","Thert_01933.p01"
"Tthe_0460","","ribosomal protein S4","5","5","1","1","360","1","1533","","620","620","620","ad4372dd6c0e02f4056d5abcc058849f_1836","af9d275dc4cc622cb84d6cc9ce503ea4_1501","Tsac_1039.p01","5840733bfae2da7714a13ada5e214277_1653","Thert_01936.p01"
"Tthe_0468","","ribosomal protein S9","5","5","1","1","368","1","1541","","392","392","392","ad4372dd6c0e02f4056d5abcc058849f_1868","af9d275dc4cc622cb84d6cc9ce503ea4_1533","Tsac_1047.p01","5840733bfae2da7714a13ada5e214277_1685","Thert_01944.p01"
"Tthe_R0029","","tRNA-Thr","5","5","1","1","374","1","1547","","72","75","73","ad4372dd6c0e02f4056d5abcc058849f_1901","af9d275dc4cc622cb84d6cc9ce503ea4_1570","Tsac_R0050.r01","5840733bfae2da7714a13ada5e214277_1819","Thert_r041.r01"
"Thexy_0377","","thioredoxin reductase","5","5","1","1","382","1","1555","","908","911","909","ad4372dd6c0e02f4056d5abcc058849f_1943","af9d275dc4cc622cb84d6cc9ce503ea4_1600","Tsac_1054.p01","5840733bfae2da7714a13ada5e214277_1862","Thert_02027.p01"
"Thethe_00480","","UspA domain-containing protein","5","5","1","1","388","1","1561","","413","413","413","ad4372dd6c0e02f4056d5abcc058849f_1968","af9d275dc4cc622cb84d6cc9ce503ea4_1626","Tsac_1060.p01","5840733bfae2da7714a13ada5e214277_1888","Thert_02036.p01"
"Thethe_00481","","Conserved hypothetical protein CHP00159","5","5","1","1","389","1","1562","","833","833","833","ad4372dd6c0e02f4056d5abcc058849f_1972","af9d275dc4cc622cb84d6cc9ce503ea4_1630","Tsac_1061.p01","5840733bfae2da7714a13ada5e214277_1892","Thert_02037.p01"
"Tsac_1230","","sugar ABC transporter ATP-binding protein","5","5","1","1","510","1","1683","","1115","1115","1115","ad4372dd6c0e02f4056d5abcc058849f_2483","af9d275dc4cc622cb84d6cc9ce503ea4_2136","Tsac_1230.p01","5840733bfae2da7714a13ada5e214277_2398","Thert_02250.p01"
"Tthe_0617","","Glutamate synthase (NADPH)","5","5","1","1","514","1","1687","","1505","1505","1505","ad4372dd6c0e02f4056d5abcc058849f_2499","af9d275dc4cc622cb84d6cc9ce503ea4_2152","Tsac_1234.p01","5840733bfae2da7714a13ada5e214277_2414","Thert_02255.p01"
"Thexy_0516","","cell division ATP-binding protein FtsE","5","5","1","1","517","1","1690","","686","686","686","ad4372dd6c0e02f4056d5abcc058849f_2511","af9d275dc4cc622cb84d6cc9ce503ea4_2164","Tsac_1237.p01","5840733bfae2da7714a13ada5e214277_2426","Thert_02258.p01"
"Thert_02265","","UvrABC system protein B","5","5","1","1","523","1","1696","","1985","1985","1985","ad4372dd6c0e02f4056d5abcc058849f_2536","af9d275dc4cc622cb84d6cc9ce503ea4_2190","Tsac_1243.p01","5840733bfae2da7714a13ada5e214277_2454","Thert_02265.p01"
"Tsac_1244","","UvrABC system protein A","5","5","1","1","524","1","1697","","2780","2783","2781","ad4372dd6c0e02f4056d5abcc058849f_2540","af9d275dc4cc622cb84d6cc9ce503ea4_2194","Tsac_1244.p01","5840733bfae2da7714a13ada5e214277_2458","Thert_02267.p01"
"Thexy_0532","","HPr kinase","5","5","1","1","533","1","1706","","914","914","914","ad4372dd6c0e02f4056d5abcc058849f_2572","af9d275dc4cc622cb84d6cc9ce503ea4_2231","Tsac_1253.p01","5840733bfae2da7714a13ada5e214277_2507","Thert_02276.p01"
"Thethe_00648","","selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family","5","5","1","1","545","1","1718","","530","530","530","ad4372dd6c0e02f4056d5abcc058849f_2619","af9d275dc4cc622cb84d6cc9ce503ea4_2279","Tsac_1265.p01","5840733bfae2da7714a13ada5e214277_2556","Thert_02291.p01"
"Tthe_0649","","phosphotransferase system lactose/cellobiose-specific IIB subunit","5","5","1","1","546","1","1719","","308","308","308","ad4372dd6c0e02f4056d5abcc058849f_2623","af9d275dc4cc622cb84d6cc9ce503ea4_2283","Tsac_1266.p01","5840733bfae2da7714a13ada5e214277_2561","Thert_02292.p01"
"Thethe_00650","","PTS system, cellobiose-specific IIC subunit","5","5","1","1","547","1","1720","","1325","1325","1325","ad4372dd6c0e02f4056d5abcc058849f_2627","af9d275dc4cc622cb84d6cc9ce503ea4_2287","Tsac_1267.p01","5840733bfae2da7714a13ada5e214277_2565","Thert_02293.p01"
"gluF","","6-phospho-beta-glucosidase","5","5","1","1","549","1","1722","","1394","1394","1394","ad4372dd6c0e02f4056d5abcc058849f_2635","af9d275dc4cc622cb84d6cc9ce503ea4_2295","Tsac_1269.p01","5840733bfae2da7714a13ada5e214277_2573","Thert_02295.p01"
"Tthe_0666","","L-arabinose isomerase","5","5","1","1","555","1","1728","","1397","1406","1398","ad4372dd6c0e02f4056d5abcc058849f_2690","af9d275dc4cc622cb84d6cc9ce503ea4_2320","Tsac_1283.p01","5840733bfae2da7714a13ada5e214277_2608","Thert_02316.p01"
"Tthe_0743","","protein of unknown function DUF1540","5","5","1","1","607","1","1780","","152","152","152","ad4372dd6c0e02f4056d5abcc058849f_2994","af9d275dc4cc622cb84d6cc9ce503ea4_2535","Tsac_1333.p01","5840733bfae2da7714a13ada5e214277_2874","Thert_02429.p01"
"Tthe_0705","","Ku protein","5","5","1","1","581","1","1754","","809","809","809","ad4372dd6c0e02f4056d5abcc058849f_2836","af9d275dc4cc622cb84d6cc9ce503ea4_2428","Tsac_1307.p01","5840733bfae2da7714a13ada5e214277_2710","Thert_02345.p01"
"Tthe_0770","","6-phosphofructokinase","5","5","1","1","635","1","1808","","965","965","965","ad4372dd6c0e02f4056d5abcc058849f_3100","af9d275dc4cc622cb84d6cc9ce503ea4_2650","Tsac_1362.p01","5840733bfae2da7714a13ada5e214277_2973","Thert_02460.p01"
"Tthe_0771","","pyruvate kinase","5","5","1","1","636","1","1809","","1751","1751","1751","ad4372dd6c0e02f4056d5abcc058849f_3104","af9d275dc4cc622cb84d6cc9ce503ea4_2654","Tsac_1363.p01","5840733bfae2da7714a13ada5e214277_2977","Thert_02461.p01"
"Thexy_1846","","Glucose-6-phosphate isomerase","5","5","1","1","1791","1","548","","1355","1355","1355","ad4372dd6c0e02f4056d5abcc058849f_3346","af9d275dc4cc622cb84d6cc9ce503ea4_7610","Tsac_1393.p01","5840733bfae2da7714a13ada5e214277_3094","Thert_02596.p01"
"Thert_02670","","ATP synthase subunit alpha","5","5","1","1","1813","1","570","","1520","1520","1520","ad4372dd6c0e02f4056d5abcc058849f_3542","af9d275dc4cc622cb84d6cc9ce503ea4_7521","Tsac_1423.p01","5840733bfae2da7714a13ada5e214277_3297","Thert_02670.p01"
"Thethe_00838","","ATP synthase gamma chain","5","5","1","1","1814","1","571","","857","857","857","ad4372dd6c0e02f4056d5abcc058849f_3546","af9d275dc4cc622cb84d6cc9ce503ea4_7517","Tsac_1424.p01","5840733bfae2da7714a13ada5e214277_3302","Thert_02671.p01"
