"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001399775.1","GCA_018771645.1","GCA_028472205.1"
"GO600_03365","","hydroxymethylglutaryl-CoA lyase","2","2","1","1","640","1","640","","863","866","864","","1a7f36f5a39ec6a4fe158fba3bbbf404_930","1147bcd2e8bc16dabca75e70b6a67ef2_2627"
"GO600_03360","","DUF3197 domain-containing protein","2","2","1","1","639","1","639","","395","395","395","","1a7f36f5a39ec6a4fe158fba3bbbf404_934","1147bcd2e8bc16dabca75e70b6a67ef2_2623"
"queG","","tRNA epoxyqueuosine(34) reductase QueG","2","2","1","1","621","1","621","","1148","1199","1173","","1a7f36f5a39ec6a4fe158fba3bbbf404_1004","1147bcd2e8bc16dabca75e70b6a67ef2_2553"
"GO600_03245","","hypothetical protein","2","2","1","1","616","1","616","","338","338","338","","1a7f36f5a39ec6a4fe158fba3bbbf404_1024","1147bcd2e8bc16dabca75e70b6a67ef2_2533"
"KNN15_01340","","acetoin utilization protein AcuC","2","2","1","1","611","1","611","","1127","1127","1127","","1a7f36f5a39ec6a4fe158fba3bbbf404_1046","1147bcd2e8bc16dabca75e70b6a67ef2_2507"
"GO600_03180","","ABC transporter substrate-binding protein","2","2","1","1","605","1","605","","1751","1751","1751","","1a7f36f5a39ec6a4fe158fba3bbbf404_1070","1147bcd2e8bc16dabca75e70b6a67ef2_2483"
"GO600_03080","","response regulator","2","2","1","1","587","1","587","","353","362","357","","1a7f36f5a39ec6a4fe158fba3bbbf404_1143","1147bcd2e8bc16dabca75e70b6a67ef2_2406"
"GO600_03010","","hypothetical protein","2","2","1","1","573","1","573","","269","269","269","","1a7f36f5a39ec6a4fe158fba3bbbf404_1194","1147bcd2e8bc16dabca75e70b6a67ef2_2351"
"KNN15_01570","","DUF433 domain-containing protein","2","2","1","1","567","1","567","","233","233","233","","1a7f36f5a39ec6a4fe158fba3bbbf404_1224","1147bcd2e8bc16dabca75e70b6a67ef2_2323"
"KNN15_01590","","MFS transporter","2","2","1","1","565","1","565","","1145","1154","1149","","1a7f36f5a39ec6a4fe158fba3bbbf404_1239","1147bcd2e8bc16dabca75e70b6a67ef2_2310"
"nth","","endonuclease III","2","2","1","1","564","1","564","","653","653","653","","1a7f36f5a39ec6a4fe158fba3bbbf404_1243","1147bcd2e8bc16dabca75e70b6a67ef2_2306"
"KNN15_01600","","ASCH domain-containing protein","2","2","1","1","563","1","563","","365","365","365","","1a7f36f5a39ec6a4fe158fba3bbbf404_1247","1147bcd2e8bc16dabca75e70b6a67ef2_2302"
"KNN15_01605","","GNAT family N-acetyltransferase","2","2","1","1","562","1","562","","1736","1736","1736","","1a7f36f5a39ec6a4fe158fba3bbbf404_1251","1147bcd2e8bc16dabca75e70b6a67ef2_2298"
"cmk","","(d)CMP kinase","2","2","1","1","545","1","545","","638","638","638","","1a7f36f5a39ec6a4fe158fba3bbbf404_1291","1147bcd2e8bc16dabca75e70b6a67ef2_2228"
"aroA","","3-phosphoshikimate 1-carboxyvinyltransferase","2","2","1","1","544","1","544","","1289","1325","1307","","1a7f36f5a39ec6a4fe158fba3bbbf404_1295","1147bcd2e8bc16dabca75e70b6a67ef2_2224"
"KNN15_01665","","transcriptional regulator","2","2","1","1","543","1","543","","2618","2618","2618","","1a7f36f5a39ec6a4fe158fba3bbbf404_1299","1147bcd2e8bc16dabca75e70b6a67ef2_2220"
"KNN15_01750","","DUF1931 family protein","2","2","1","1","526","1","526","","446","446","446","","1a7f36f5a39ec6a4fe158fba3bbbf404_1367","1147bcd2e8bc16dabca75e70b6a67ef2_2152"
"KNN15_01755","","hypothetical protein","2","2","1","1","525","1","525","","419","458","438","","1a7f36f5a39ec6a4fe158fba3bbbf404_1371","1147bcd2e8bc16dabca75e70b6a67ef2_2148"
"KNN15_01845","","AMIN domain-containing protein","2","2","1","1","508","1","508","","1097","1097","1097","","1a7f36f5a39ec6a4fe158fba3bbbf404_1443","1147bcd2e8bc16dabca75e70b6a67ef2_2078"
"KNN15_01930","","3-dehydroquinate synthase","2","2","1","1","492","1","492","","1055","1055","1055","","1a7f36f5a39ec6a4fe158fba3bbbf404_1507","1147bcd2e8bc16dabca75e70b6a67ef2_2012"
"GO600_02545","","DUF4870 domain-containing protein","2","2","1","1","487","1","487","","365","365","365","","1a7f36f5a39ec6a4fe158fba3bbbf404_1527","1147bcd2e8bc16dabca75e70b6a67ef2_1992"
"GO600_02530","","hypothetical protein","2","2","1","1","484","1","484","","299","545","422","","1a7f36f5a39ec6a4fe158fba3bbbf404_1539","1147bcd2e8bc16dabca75e70b6a67ef2_1980"
"GO600_02440","","ATP-binding cassette domain-containing protein","2","2","1","1","467","1","467","","569","569","569","","1a7f36f5a39ec6a4fe158fba3bbbf404_1607","1147bcd2e8bc16dabca75e70b6a67ef2_1910"
"soxA","","sulfur oxidation c-type cytochrome SoxA","2","2","1","1","461","1","461","","803","803","803","","1a7f36f5a39ec6a4fe158fba3bbbf404_1635","1147bcd2e8bc16dabca75e70b6a67ef2_1884"
"group_201","soxA","sulfur oxidation c-type cytochrome SoxA","2","2","1","1","457","1","457","","761","782","771","","1a7f36f5a39ec6a4fe158fba3bbbf404_1651","1147bcd2e8bc16dabca75e70b6a67ef2_1868"
"soxY","","thiosulfate oxidation carrier protein SoxY","2","2","1","1","455","1","455","","452","452","452","","1a7f36f5a39ec6a4fe158fba3bbbf404_1659","1147bcd2e8bc16dabca75e70b6a67ef2_1860"
"KNN15_02125","","thioredoxin fold domain-containing protein","2","2","1","1","454","1","454","","434","434","434","","1a7f36f5a39ec6a4fe158fba3bbbf404_1663","1147bcd2e8bc16dabca75e70b6a67ef2_1856"
"KNN15_02135","","ABC transporter ATP-binding protein","2","2","1","1","452","1","452","","950","950","950","","1a7f36f5a39ec6a4fe158fba3bbbf404_1671","1147bcd2e8bc16dabca75e70b6a67ef2_1848"
"GO600_02345","","ATP-binding protein","2","2","1","1","449","1","449","","1025","1085","1055","","1a7f36f5a39ec6a4fe158fba3bbbf404_1682","1147bcd2e8bc16dabca75e70b6a67ef2_1837"
"KNN15_02360","","M67 family metallopeptidase","2","2","1","1","410","1","410","","377","386","381","","1a7f36f5a39ec6a4fe158fba3bbbf404_1848","1147bcd2e8bc16dabca75e70b6a67ef2_1677"
"KNN15_02390","","ATP-binding protein","2","2","1","1","404","1","404","","1406","1406","1406","","1a7f36f5a39ec6a4fe158fba3bbbf404_1872","1147bcd2e8bc16dabca75e70b6a67ef2_1649"
"GO600_02080","","hypothetical protein","2","2","1","1","401","1","401","","689","689","689","","1a7f36f5a39ec6a4fe158fba3bbbf404_1888","1147bcd2e8bc16dabca75e70b6a67ef2_1635"
"KNN15_02430","","uroporphyrinogen-III synthase","2","2","1","1","397","1","397","","674","674","674","","1a7f36f5a39ec6a4fe158fba3bbbf404_1904","1147bcd2e8bc16dabca75e70b6a67ef2_1619"
"GO600_01920","","DUF2325 domain-containing protein","2","2","1","1","369","1","369","","2783","2783","2783","","1a7f36f5a39ec6a4fe158fba3bbbf404_2016","1147bcd2e8bc16dabca75e70b6a67ef2_1507"
"GO600_01910","","hypothetical protein","2","2","1","1","367","1","367","","221","221","221","","1a7f36f5a39ec6a4fe158fba3bbbf404_2024","1147bcd2e8bc16dabca75e70b6a67ef2_1499"
"GO600_01895","","GNAT family N-acetyltransferase","2","2","1","1","364","1","364","","521","527","524","","1a7f36f5a39ec6a4fe158fba3bbbf404_2036","1147bcd2e8bc16dabca75e70b6a67ef2_1487"
"KNN15_02610","","polyprenyl synthetase family protein","2","2","1","1","361","1","361","","944","944","944","","1a7f36f5a39ec6a4fe158fba3bbbf404_2048","1147bcd2e8bc16dabca75e70b6a67ef2_1475"
"KNN15_02625","","tetratricopeptide repeat protein","2","2","1","1","358","1","358","","1349","1382","1365","","1a7f36f5a39ec6a4fe158fba3bbbf404_2060","1147bcd2e8bc16dabca75e70b6a67ef2_1463"
"GO600_01860","","HNH endonuclease","2","2","1","1","357","1","357","","524","536","530","","1a7f36f5a39ec6a4fe158fba3bbbf404_2064","1147bcd2e8bc16dabca75e70b6a67ef2_1459"
"KNN15_02635","","DMT family transporter","2","2","1","1","356","1","356","","833","833","833","","1a7f36f5a39ec6a4fe158fba3bbbf404_2068","1147bcd2e8bc16dabca75e70b6a67ef2_1455"
"KNN15_02830","","hypothetical protein","2","2","1","1","318","1","318","","428","428","428","","1a7f36f5a39ec6a4fe158fba3bbbf404_2223","1147bcd2e8bc16dabca75e70b6a67ef2_1300"
"KNN15_02835","","DAK2 domain-containing protein","2","2","1","1","316","1","316","","1565","1565","1565","","1a7f36f5a39ec6a4fe158fba3bbbf404_2227","1147bcd2e8bc16dabca75e70b6a67ef2_1292"
"GO600_01625","","pseudouridine synthase","2","2","1","1","311","1","311","","710","710","710","","1a7f36f5a39ec6a4fe158fba3bbbf404_2247","1147bcd2e8bc16dabca75e70b6a67ef2_1272"
"KNN15_02910","","DUF4032 domain-containing protein","2","2","1","1","296","1","296","","914","920","917","","1a7f36f5a39ec6a4fe158fba3bbbf404_2287","1147bcd2e8bc16dabca75e70b6a67ef2_1212"
"KNN15_02920","","Eco57I restriction-modification methylase domain-containing protein","2","2","1","1","294","1","294","","1223","1223","1223","","1a7f36f5a39ec6a4fe158fba3bbbf404_2295","1147bcd2e8bc16dabca75e70b6a67ef2_1204"
"GO600_01510","","hypothetical protein","2","2","1","1","288","1","288","","410","410","410","","1a7f36f5a39ec6a4fe158fba3bbbf404_2319","1147bcd2e8bc16dabca75e70b6a67ef2_1180"
"KNN15_02955","","LptF/LptG family permease","2","2","1","1","287","1","287","","1010","1010","1010","","1a7f36f5a39ec6a4fe158fba3bbbf404_2323","1147bcd2e8bc16dabca75e70b6a67ef2_1176"
"KNN15_03025","","DUF4388 domain-containing protein","2","2","1","1","273","1","273","","605","605","605","","1a7f36f5a39ec6a4fe158fba3bbbf404_2379","1147bcd2e8bc16dabca75e70b6a67ef2_1120"
"KNN15_03040","","YraN family protein","2","2","1","1","270","1","270","","329","368","348","","1a7f36f5a39ec6a4fe158fba3bbbf404_2391","1147bcd2e8bc16dabca75e70b6a67ef2_1108"
"KNN15_03065","","HEPN domain-containing protein","2","2","1","1","265","1","265","","410","419","414","","1a7f36f5a39ec6a4fe158fba3bbbf404_2411","1147bcd2e8bc16dabca75e70b6a67ef2_1088"
"GO600_01390","","nucleotidyltransferase domain-containing protein","2","2","1","1","264","1","264","","302","302","302","","1a7f36f5a39ec6a4fe158fba3bbbf404_2415","1147bcd2e8bc16dabca75e70b6a67ef2_1084"
"GO600_01375","","hypothetical protein","2","2","1","1","261","1","261","","260","260","260","","1a7f36f5a39ec6a4fe158fba3bbbf404_2427","1147bcd2e8bc16dabca75e70b6a67ef2_1072"
"topA","","type I DNA topoisomerase","2","2","1","1","260","1","260","","2528","2600","2564","","1a7f36f5a39ec6a4fe158fba3bbbf404_2431","1147bcd2e8bc16dabca75e70b6a67ef2_1068"
"GO600_01350","","glutaredoxin family protein","2","2","1","1","256","1","256","","248","260","254","","1a7f36f5a39ec6a4fe158fba3bbbf404_2447","1147bcd2e8bc16dabca75e70b6a67ef2_1052"
"KNN15_03120","","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","2","2","1","1","254","1","254","","1070","1070","1070","","1a7f36f5a39ec6a4fe158fba3bbbf404_2455","1147bcd2e8bc16dabca75e70b6a67ef2_1044"
"KNN15_03220","","GGDEF domain-containing protein","2","2","1","1","234","1","234","","1040","1076","1058","","1a7f36f5a39ec6a4fe158fba3bbbf404_2535","1147bcd2e8bc16dabca75e70b6a67ef2_964"
"GO600_01230","","glutamate racemase","2","2","1","1","232","1","232","","773","773","773","","1a7f36f5a39ec6a4fe158fba3bbbf404_2543","1147bcd2e8bc16dabca75e70b6a67ef2_956"
"GO600_01200","","sugar ABC transporter permease","2","2","1","1","226","1","226","","1319","1319","1319","","1a7f36f5a39ec6a4fe158fba3bbbf404_2567","1147bcd2e8bc16dabca75e70b6a67ef2_932"
"KNN15_03265","","glycoside hydrolase family 13 protein","2","2","1","1","225","1","225","","1652","1712","1682","","1a7f36f5a39ec6a4fe158fba3bbbf404_2571","1147bcd2e8bc16dabca75e70b6a67ef2_928"
"KNN15_03290","","arsenate reductase ArsC","2","2","1","1","220","1","220","","449","449","449","","1a7f36f5a39ec6a4fe158fba3bbbf404_2591","1147bcd2e8bc16dabca75e70b6a67ef2_908"
"GO600_01010","","DUF4388 domain-containing protein","2","2","1","1","191","1","191","","824","920","872","","1a7f36f5a39ec6a4fe158fba3bbbf404_2709","1147bcd2e8bc16dabca75e70b6a67ef2_786"
"KNN15_03680","","aminopeptidase","2","2","1","1","155","1","155","","1088","1088","1088","","1a7f36f5a39ec6a4fe158fba3bbbf404_2894","1147bcd2e8bc16dabca75e70b6a67ef2_633"
"KNN15_03705","","DUF4127 family protein","2","2","1","1","150","1","150","","1235","1235","1235","","1a7f36f5a39ec6a4fe158fba3bbbf404_2914","1147bcd2e8bc16dabca75e70b6a67ef2_613"
"GO600_00710","","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","2","2","1","1","138","1","138","","275","275","275","","1a7f36f5a39ec6a4fe158fba3bbbf404_2971","1147bcd2e8bc16dabca75e70b6a67ef2_556"
"lspA","","signal peptidase II","2","2","1","1","128","1","128","","449","449","449","","1a7f36f5a39ec6a4fe158fba3bbbf404_3011","1147bcd2e8bc16dabca75e70b6a67ef2_516"
"KNN15_03980","","ATP-binding cassette domain-containing protein","2","2","1","1","98","1","98","","719","719","719","","1a7f36f5a39ec6a4fe158fba3bbbf404_3130","1147bcd2e8bc16dabca75e70b6a67ef2_397"
"GO600_00495","","hypothetical protein","2","2","1","1","95","1","95","","188","188","188","","1a7f36f5a39ec6a4fe158fba3bbbf404_3142","1147bcd2e8bc16dabca75e70b6a67ef2_385"
"KNN15_04000","","hypothetical protein","2","2","1","1","94","1","94","","458","509","483","","1a7f36f5a39ec6a4fe158fba3bbbf404_3146","1147bcd2e8bc16dabca75e70b6a67ef2_381"
"KNN15_04050","","restriction endonuclease","2","2","1","1","84","1","84","","893","917","905","","1a7f36f5a39ec6a4fe158fba3bbbf404_3186","1147bcd2e8bc16dabca75e70b6a67ef2_341"
"KNN15_04065","","hypothetical protein","2","2","1","1","81","1","81","","455","455","455","","1a7f36f5a39ec6a4fe158fba3bbbf404_3198","1147bcd2e8bc16dabca75e70b6a67ef2_329"
"rsmI","","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","2","2","1","1","79","1","79","","812","812","812","","1a7f36f5a39ec6a4fe158fba3bbbf404_3206","1147bcd2e8bc16dabca75e70b6a67ef2_321"
"GO600_00300","","universal stress protein","2","2","1","1","56","1","56","","833","833","833","","1a7f36f5a39ec6a4fe158fba3bbbf404_3298","1147bcd2e8bc16dabca75e70b6a67ef2_229"
"GO600_00275","","dinitrogenase iron-molybdenum cofactor biosynthesis protein","2","2","1","1","51","1","51","","320","320","320","","1a7f36f5a39ec6a4fe158fba3bbbf404_3318","1147bcd2e8bc16dabca75e70b6a67ef2_209"
"KNN15_04220","","hypothetical protein","2","2","1","1","50","1","50","","953","953","953","","1a7f36f5a39ec6a4fe158fba3bbbf404_3322","1147bcd2e8bc16dabca75e70b6a67ef2_205"
"KNN15_04225","","c-type cytochrome","2","2","1","1","49","1","49","","428","428","428","","1a7f36f5a39ec6a4fe158fba3bbbf404_3326","1147bcd2e8bc16dabca75e70b6a67ef2_201"
"GO600_00260","","TIGR04053 family radical SAM/SPASM domain-containing protein","2","2","1","1","48","1","48","","635","1091","863","","1a7f36f5a39ec6a4fe158fba3bbbf404_3330","1147bcd2e8bc16dabca75e70b6a67ef2_197"
"KNN15_04235","","DUF4139 domain-containing protein","2","2","1","1","47","1","47","","1010","1010","1010","","1a7f36f5a39ec6a4fe158fba3bbbf404_3334","1147bcd2e8bc16dabca75e70b6a67ef2_193"
"KNN15_04255","","PspA/IM30 family protein","2","2","1","1","43","1","43","","662","662","662","","1a7f36f5a39ec6a4fe158fba3bbbf404_3350","1147bcd2e8bc16dabca75e70b6a67ef2_177"
"KNN15_04280","","outer membrane lipoprotein carrier protein LolA","2","2","1","1","38","1","38","","638","638","638","","1a7f36f5a39ec6a4fe158fba3bbbf404_3370","1147bcd2e8bc16dabca75e70b6a67ef2_157"
"GO600_00155","","FUN14 domain-containing protein","2","2","1","1","28","1","28","","320","329","324","","1a7f36f5a39ec6a4fe158fba3bbbf404_3412","1147bcd2e8bc16dabca75e70b6a67ef2_115"
"KNN15_04380","","quinone oxidoreductase","2","2","1","1","19","1","19","","959","959","959","","1a7f36f5a39ec6a4fe158fba3bbbf404_3446","1147bcd2e8bc16dabca75e70b6a67ef2_79"
"GO600_00095","","oxidoreductase","2","2","1","1","18","1","18","","1049","1049","1049","","1a7f36f5a39ec6a4fe158fba3bbbf404_3462","1147bcd2e8bc16dabca75e70b6a67ef2_71"
"KNN15_04460","","hypothetical protein","2","2","1","1","6","1","6","","749","749","749","","1a7f36f5a39ec6a4fe158fba3bbbf404_3510","1147bcd2e8bc16dabca75e70b6a67ef2_23"
"GO600_00030","","hypothetical protein","2","2","1","1","5","1","5","","449","449","449","","1a7f36f5a39ec6a4fe158fba3bbbf404_3514","1147bcd2e8bc16dabca75e70b6a67ef2_19"
"pckA","","phosphoenolpyruvate carboxykinase (ATP)","2","2","1","1","965","1","1297","","1586","1589","1587","","1a7f36f5a39ec6a4fe158fba3bbbf404_3606","1147bcd2e8bc16dabca75e70b6a67ef2_8961"
"KNN15_04615","","cytochrome c oxidase subunit 3","2","2","1","1","972","1","1304","","635","674","654","","1a7f36f5a39ec6a4fe158fba3bbbf404_3634","1147bcd2e8bc16dabca75e70b6a67ef2_8929"
"GO600_11370","","MFS transporter","2","2","1","1","982","1","1314","","1172","1172","1172","","1a7f36f5a39ec6a4fe158fba3bbbf404_3667","1147bcd2e8bc16dabca75e70b6a67ef2_8880"
"GO600_11335","","nucleotidyltransferase","2","2","1","1","988","1","1320","","293","293","293","","1a7f36f5a39ec6a4fe158fba3bbbf404_3695","1147bcd2e8bc16dabca75e70b6a67ef2_8854"
"GO600_11330","","DUF1385 domain-containing protein","2","2","1","1","989","1","1321","","884","890","887","","1a7f36f5a39ec6a4fe158fba3bbbf404_3699","1147bcd2e8bc16dabca75e70b6a67ef2_8850"
"GO600_11315","","septum formation initiator family protein","2","2","1","1","992","1","1324","","263","338","300","","1a7f36f5a39ec6a4fe158fba3bbbf404_3711","1147bcd2e8bc16dabca75e70b6a67ef2_8838"
"aceE","","pyruvate dehydrogenase (acetyl-transferring), homodimeric type","2","2","1","1","995","1","1327","","2666","2738","2702","","1a7f36f5a39ec6a4fe158fba3bbbf404_3723","1147bcd2e8bc16dabca75e70b6a67ef2_8826"
"GO600_11185","","peptidyl-prolyl cis-trans isomerase","2","2","1","1","1016","1","1348","","1817","1817","1817","","1a7f36f5a39ec6a4fe158fba3bbbf404_3811","1147bcd2e8bc16dabca75e70b6a67ef2_8738"
"purM","","phosphoribosylformylglycinamidine cyclo-ligase","2","2","1","1","1025","1","1357","","1001","1001","1001","","1a7f36f5a39ec6a4fe158fba3bbbf404_3853","1147bcd2e8bc16dabca75e70b6a67ef2_8702"
"GO600_10870","","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","2","2","1","1","1078","1","1410","","698","698","698","","1a7f36f5a39ec6a4fe158fba3bbbf404_4063","1147bcd2e8bc16dabca75e70b6a67ef2_8494"
"GO600_04370","","hypothetical protein","2","2","1","1","830","1","830","","389","821","605","","1a7f36f5a39ec6a4fe158fba3bbbf404_4098","1147bcd2e8bc16dabca75e70b6a67ef2_3410"
"GO600_10860","","LysM peptidoglycan-binding domain-containing protein","2","2","1","1","1080","1","1412","","827","878","852","","1a7f36f5a39ec6a4fe158fba3bbbf404_4110","1147bcd2e8bc16dabca75e70b6a67ef2_8487"
"rpsB","","30S ribosomal protein S2","2","2","1","1","847","1","847","","788","788","788","","1a7f36f5a39ec6a4fe158fba3bbbf404_58","1147bcd2e8bc16dabca75e70b6a67ef2_3484"
"tsf","","translation elongation factor Ts","2","2","1","1","846","1","846","","590","590","590","","1a7f36f5a39ec6a4fe158fba3bbbf404_62","1147bcd2e8bc16dabca75e70b6a67ef2_3480"
"frr","","ribosome recycling factor","2","2","1","1","844","1","844","","557","557","557","","1a7f36f5a39ec6a4fe158fba3bbbf404_70","1147bcd2e8bc16dabca75e70b6a67ef2_3472"
"GO600_04450","","phosphatidate cytidylyltransferase","2","2","1","1","843","1","843","","830","830","830","","1a7f36f5a39ec6a4fe158fba3bbbf404_74","1147bcd2e8bc16dabca75e70b6a67ef2_3468"
"dxr","","1-deoxy-D-xylulose-5-phosphate reductoisomerase","2","2","1","1","842","1","842","","1103","1103","1103","","1a7f36f5a39ec6a4fe158fba3bbbf404_78","1147bcd2e8bc16dabca75e70b6a67ef2_3464"
"GO600_04440","","PDZ domain-containing protein","2","2","1","1","841","1","841","","1010","1010","1010","","1a7f36f5a39ec6a4fe158fba3bbbf404_82","1147bcd2e8bc16dabca75e70b6a67ef2_3460"
"KNN15_05405","","thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha","2","2","1","1","1118","1","1450","","1103","1103","1103","","1a7f36f5a39ec6a4fe158fba3bbbf404_4237","1147bcd2e8bc16dabca75e70b6a67ef2_8332"
"GO600_04435","","glycosyltransferase","2","2","1","1","840","1","840","","629","629","629","","1a7f36f5a39ec6a4fe158fba3bbbf404_86","1147bcd2e8bc16dabca75e70b6a67ef2_3456"
"KNN15_00125","","hypothetical protein","2","2","1","1","839","1","839","","572","572","572","","1a7f36f5a39ec6a4fe158fba3bbbf404_90","1147bcd2e8bc16dabca75e70b6a67ef2_3452"
"proC","","pyrroline-5-carboxylate reductase","2","2","1","1","838","1","838","","785","785","785","","1a7f36f5a39ec6a4fe158fba3bbbf404_94","1147bcd2e8bc16dabca75e70b6a67ef2_3448"
"GO600_04420","","MFS transporter","2","2","1","1","837","1","837","","1199","1199","1199","","1a7f36f5a39ec6a4fe158fba3bbbf404_98","1147bcd2e8bc16dabca75e70b6a67ef2_3444"
"KNN15_00145","","SRPBCC family protein","2","2","1","1","829","1","829","","437","437","437","","1a7f36f5a39ec6a4fe158fba3bbbf404_106","1147bcd2e8bc16dabca75e70b6a67ef2_3404"
"KNN15_00155","","metallophosphoesterase","2","2","1","1","827","1","827","","686","686","686","","1a7f36f5a39ec6a4fe158fba3bbbf404_114","1147bcd2e8bc16dabca75e70b6a67ef2_3396"
"KNN15_00160","","Lrp/AsnC ligand binding domain-containing protein","2","2","1","1","826","1","826","","278","278","278","","1a7f36f5a39ec6a4fe158fba3bbbf404_118","1147bcd2e8bc16dabca75e70b6a67ef2_3392"
"KNN15_00165","","CPBP family intramembrane metalloprotease","2","2","1","1","825","1","825","","551","551","551","","1a7f36f5a39ec6a4fe158fba3bbbf404_122","1147bcd2e8bc16dabca75e70b6a67ef2_3388"
