"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"CF61_24360","","SAM-dependent methyltransferase","10","10","1","1","3572","1","1058","","539","770","686","BU34_07250.p01","CF57_23670.p01","CF61_24360.p01","CF58_05285.p01","CF59_05335.p01","CF60_05325.p01","ECONIH1_01100.p01","HW42_04845.p01","HW43_04815.p01","RR31_01080.p01"
"CF57_10845","","hypothetical protein","10","10","1","1","1726","1","3758","","1004","1004","1004","BU34_19210.p01","CF57_10845.p01","CF61_11560.p01","CF58_18835.p01","CF59_18780.p01","CF60_18555.p01","ECONIH1_12345.p01","HW42_15180.p01","HW43_14400.p01","RR31_11290.p01"
"CF61_11525","","nickel/cobalt efflux protein RcnA","10","10","1","1","1719","1","3751","","803","824","821","BU34_19245.p01","CF57_10810.p01","CF61_11525.p01","CF58_18870.p01","CF59_18815.p01","CF60_18590.p01","ECONIH1_12380.p01","HW42_15215.p01","HW43_14485.p01","RR31_11325.p01"
"CF59_18835","","fimbrial assembly protein","10","10","1","1","1716","1","3748","","2480","2480","2480","BU34_19265.p01","CF57_10790.p01","CF61_11505.p01","CF58_18890.p01","CF59_18835.p01","CF60_18610.p01","ECONIH1_12395.p01","HW42_15230.p01","HW43_14500.p01","RR31_11340.p01"
"CF61_11385","","MerR family transcriptional regulator","10","10","1","1","1698","1","3730","","686","731","726","BU34_19385.p01","CF57_10670.p01","CF61_11385.p01","CF58_19010.p01","CF59_18950.p01","CF60_18725.p01","ECONIH1_12490.p01","HW42_15325.p01","HW43_14925.p01","RR31_11435.p01"
"CF61_11365","","osmoprotectant uptake system permease","10","10","1","1","1695","1","3727","","1157","1157","1157","BU34_19405.p01","CF57_10650.p01","CF61_11365.p01","CF58_19030.p01","CF59_18970.p01","CF60_18745.p01","ECONIH1_12510.p01","HW42_15345.p01","HW43_14945.p01","RR31_11455.p01"
"CF58_19035","","osmoprotectant uptake system substrate-binding protein","10","10","1","1","1694","1","3726","","917","917","917","BU34_19410.p01","CF57_10645.p01","CF61_11360.p01","CF58_19035.p01","CF59_18975.p01","CF60_18750.p01","ECONIH1_12515.p01","HW42_15350.p01","HW43_14950.p01","RR31_11460.p01"
"HW42_15380","","oxidoreductase","10","10","1","1","1688","1","3720","","761","761","761","BU34_19465.p01","CF57_10590.p01","CF61_11305.p01","CF58_19090.p01","CF59_19030.p01","CF60_18805.p01","ECONIH1_12545.p01","HW42_15380.p01","HW43_14980.p01","RR31_11490.p01"
"CF60_18945","","S-formylglutathione hydrolase","10","10","1","1","1671","1","3703","","836","836","836","BU34_19575.p01","CF57_10480.p01","CF61_11195.p01","CF58_19230.p01","CF59_19170.p01","CF60_18945.p01","ECONIH1_12640.p01","HW42_15465.p01","HW43_15065.p01","RR31_11585.p01"
"BU34_08445","","hypothetical protein","10","10","1","1","3384","1","870","","425","959","852","BU34_08445.p01","CF57_24850.p01","CF61_25520.p01","CF58_04100.p01","CF59_04150.p01","CF60_04145.p01","ECONIH1_00110.p01","HW42_03715.p01","HW43_03760.p01","RR31_00095.p01"
"BU34_19645","","transcriptional regulator","10","10","1","1","1661","1","3693","","698","698","698","BU34_19645.p01","CF57_10410.p01","CF61_11125.p01","CF58_19300.p01","CF59_19240.p01","CF60_19015.p01","ECONIH1_12690.p01","HW42_15510.p01","HW43_15110.p01","RR31_11630.p01"
"RR31_11635","","nucleoside permease","10","10","1","1","1660","1","3692","","1250","1250","1250","BU34_19650.p01","CF57_10405.p01","CF61_11120.p01","CF58_19305.p01","CF59_19245.p01","CF60_19020.p01","ECONIH1_12695.p01","HW42_15515.p01","HW43_15115.p01","RR31_11635.p01"
"HW42_15520","","pseudouridine-5'-phosphate glycosidase","10","10","1","1","1659","1","3691","","938","938","938","BU34_19660.p01","CF57_10395.p01","CF61_11110.p01","CF58_19315.p01","CF59_19255.p01","CF60_19030.p01","ECONIH1_12700.p01","HW42_15520.p01","HW43_15120.p01","RR31_11640.p01"
"CF61_11045","","D-mannonate oxidoreductase","10","10","1","1","1651","1","3683","","1466","1466","1466","BU34_19725.p01","CF57_10330.p01","CF61_11045.p01","CF58_19380.p01","CF59_19320.p01","CF60_19095.p01","ECONIH1_12740.p01","HW42_15565.p01","HW43_15165.p01","RR31_11680.p01"
"CF61_10960","","50S ribosomal protein L25","10","10","1","1","1638","1","3670","","284","284","284","BU34_19810.p01","CF57_10245.p01","CF61_10960.p01","CF58_19465.p01","CF59_19405.p01","CF60_19180.p01","ECONIH1_12805.p01","HW42_15630.p01","HW43_15230.p01","RR31_11745.p01"
"CF60_19295","","cytochrome C biogenesis protein CcmA","10","10","1","1","1623","1","3655","","617","617","617","BU34_19900.p01","CF57_10155.p01","CF61_10870.p01","CF58_19580.p01","CF59_19520.p01","CF60_19295.p01","ECONIH1_12880.p01","HW42_15790.p01","HW43_15305.p01","RR31_11820.p01"
"CF57_10005","","hypothetical protein","10","10","1","1","1600","1","3632","","623","623","623","BU34_20050.p01","CF57_10005.p01","CF61_10720.p01","CF58_19750.p01","CF59_19725.p01","CF60_19465.p01","ECONIH1_13030.p01","HW42_15925.p01","HW43_15410.p01","RR31_11970.p01"
"CF59_19790","","2Fe-2S ferredoxin","10","10","1","1","1593","1","3625","","254","254","254","BU34_20095.p01","CF57_09960.p01","CF61_10670.p01","CF58_19815.p01","CF59_19790.p01","CF60_19530.p01","ECONIH1_13070.p01","HW42_15960.p01","HW43_15445.p01","RR31_12010.p01"
"BU34_20100","","hypothetical protein","10","10","1","1","1592","1","3624","","650","650","650","BU34_20100.p01","CF57_09955.p01","CF61_10665.p01","CF58_19820.p01","CF59_19795.p01","CF60_19535.p01","ECONIH1_13075.p01","HW42_15965.p01","HW43_15450.p01","RR31_12015.p01"
"CF57_09920","","glycerol-3-phosphate dehydrogenase","10","10","1","1","1586","1","3618","","1259","1259","1259","BU34_20135.p01","CF57_09920.p01","CF61_10630.p01","CF58_19860.p01","CF59_19835.p01","CF60_19575.p01","ECONIH1_13105.p01","HW42_15990.p01","HW43_15470.p01","RR31_12040.p01"
"CF61_10570","","NUDIX hydrolase","10","10","1","1","1578","1","3610","","362","425","387","BU34_20195.p01","CF57_09860.p01","CF61_10570.p01","CF58_19925.p01","CF59_19900.p01","CF60_19640.p01","ECONIH1_13155.p01","HW42_16020.p01","HW43_15500.p01","RR31_12090.p01"
"CF61_10550","","UDP-4-amino-4-deoxy-L-arabinose formyltransferase","10","10","1","1","1574","1","3606","","1982","1982","1982","BU34_20215.p01","CF57_09840.p01","CF61_10550.p01","CF58_19945.p01","CF59_19920.p01","CF60_19660.p01","ECONIH1_13175.p01","HW42_16040.p01","HW43_15520.p01","RR31_12110.p01"
"RR31_12115","","4-deoxy-4-formamido-L-arabinose-phospho-UDP deformylase","10","10","1","1","1573","1","3605","","890","890","890","BU34_20220.p01","CF57_09835.p01","CF61_10545.p01","CF58_19950.p01","CF59_19925.p01","CF60_19665.p01","ECONIH1_13180.p01","HW42_16045.p01","HW43_15525.p01","RR31_12115.p01"
"CF58_19965","","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","10","10","1","1","1570","1","3602","","386","386","386","BU34_20235.p01","CF57_09820.p01","CF61_10530.p01","CF58_19965.p01","CF59_19940.p01","CF60_19680.p01","ECONIH1_13195.p01","HW42_16060.p01","HW43_15540.p01","RR31_12130.p01"
"CF59_19955","","O-succinylbenzoic acid--CoA ligase","10","10","1","1","1568","1","3600","","1355","1355","1355","BU34_20255.p01","CF57_09805.p01","CF61_10515.p01","CF58_19980.p01","CF59_19955.p01","CF60_19695.p01","ECONIH1_13205.p01","HW42_16070.p01","HW43_15550.p01","RR31_12140.p01"
"CF57_09780","","isochorismate synthase","10","10","1","1","1563","1","3595","","1295","1295","1295","BU34_20280.p01","CF57_09780.p01","CF61_10490.p01","CF58_20005.p01","CF59_19980.p01","CF60_19720.p01","ECONIH1_13230.p01","HW42_16095.p01","HW43_15575.p01","RR31_12165.p01"
"HW43_15605","","hypothetical protein","10","10","1","1","1557","1","3589","","503","503","503","BU34_20330.p01","CF57_09730.p01","CF61_10440.p01","CF58_20060.p01","CF59_20035.p01","CF60_19775.p01","ECONIH1_13265.p01","HW42_16135.p01","HW43_15605.p01","RR31_12200.p01"
"HW42_16255","","hypothetical protein","10","10","1","1","1533","1","3565","","1478","1520","1490","BU34_20475.p01","CF57_09585.p01","CF61_10295.p01","CF58_20210.p01","CF59_20185.p01","CF60_19925.p01","ECONIH1_13385.p01","HW42_16255.p01","HW43_15725.p01","RR31_12335.p01"
"CF61_10265","","epimerase","10","10","1","1","1527","1","3559","","758","893","879","BU34_20505.p01","CF57_09555.p01","CF61_10265.p01","CF58_20240.p01","CF59_20215.p01","CF60_19955.p01","ECONIH1_13415.p01","HW42_16285.p01","HW43_15755.p01","RR31_12365.p01"
"CF61_10225","","histidine ABC transporter substrate-binding protein HisJ","10","10","1","1","1522","1","3554","","458","782","684","BU34_20545.p01","CF57_09515.p01","CF61_10225.p01","CF58_20275.p01","CF59_20250.p01","CF60_19990.p01","ECONIH1_13445.p01","HW42_16315.p01","HW43_15785.p01","RR31_12395.p01"
"RR31_12445","","erythronate-4-phosphate dehydrogenase","10","10","1","1","1512","1","3544","","1112","1136","1133","BU34_20620.p01","CF57_09440.p01","CF61_10150.p01","CF58_20345.p01","CF59_20320.p01","CF60_20060.p01","ECONIH1_13495.p01","HW42_16365.p01","HW43_15835.p01","RR31_12445.p01"
"CF58_20380","","hypothetical protein","10","10","1","1","1507","1","3539","","278","278","278","BU34_20660.p01","CF57_09400.p01","CF61_10110.p01","CF58_20380.p01","CF59_20355.p01","CF60_20095.p01","ECONIH1_13520.p01","HW42_16390.p01","HW43_16105.p01","RR31_12470.p01"
"HW43_16190","","hypothetical protein","10","10","1","1","1489","1","3521","","284","284","284","BU34_20760.p01","CF57_09295.p01","CF61_10005.p01","CF58_20495.p01","CF59_20470.p01","CF60_20210.p01","ECONIH1_13615.p01","HW42_16475.p01","HW43_16190.p01","RR31_12555.p01"
"HW43_03490","","membrane protein","10","10","1","1","3159","1","645","","275","275","275","BU34_08865.p01","CF57_25270.p01","CF61_27190.p01","CF58_03685.p01","CF59_03735.p01","CF60_03730.p01","ECONIH1_26175.p01","HW42_03440.p01","HW43_03490.p01","RR31_23365.p01"
"HW42_16630","","hypothetical protein","10","10","1","1","1404","1","3436","","242","242","242","BU34_21295.p01","CF57_08765.p01","CF61_09475.p01","CF58_20730.p01","CF59_20705.p01","CF60_20375.p01","ECONIH1_13715.p01","HW42_16630.p01","HW43_16300.p01","RR31_12655.p01"
"CF60_20460","","ion channel protein","10","10","1","1","1391","1","3423","","1256","1256","1256","BU34_21380.p01","CF57_08685.p01","CF61_09395.p01","CF58_20815.p01","CF59_20790.p01","CF60_20460.p01","ECONIH1_13775.p01","HW42_16695.p01","HW43_16365.p01","RR31_12715.p01"
"HW42_16715","","hypothetical protein","10","10","1","1","1387","1","3419","","2189","2213","2191","BU34_21415.p01","CF57_08650.p01","CF61_09360.p01","CF58_20850.p01","CF59_20825.p01","CF60_20490.p01","ECONIH1_13800.p01","HW42_16715.p01","HW43_16385.p01","RR31_12740.p01"
"CF60_20570","","purine nucleoside phosphorylase","10","10","1","1","1378","1","3410","","833","833","833","BU34_21495.p01","CF57_08570.p01","CF61_09280.p01","CF58_20930.p01","CF59_20905.p01","CF60_20570.p01","ECONIH1_13865.p01","HW42_16780.p01","HW43_16450.p01","RR31_12805.p01"
"CF61_09135","","transcriptional regulator MurR","10","10","1","1","1357","1","3389","","857","857","857","BU34_21645.p01","CF57_08425.p01","CF61_09135.p01","CF58_21060.p01","CF59_21035.p01","CF60_20700.p01","ECONIH1_13965.p01","HW42_16880.p01","HW43_16550.p01","RR31_12910.p01"
"CF61_09065","","ethanolamine utilization protein EutL","10","10","1","1","1345","1","3377","","659","659","659","BU34_21715.p01","CF57_08355.p01","CF61_09065.p01","CF58_21125.p01","CF59_21100.p01","CF60_20765.p01","ECONIH1_14025.p01","HW42_16940.p01","HW43_16610.p01","RR31_12970.p01"
"BU34_21750","","ethanolamine utilization protein EutJ","10","10","1","1","1339","1","3371","","836","836","836","BU34_21750.p01","CF57_08320.p01","CF61_09005.p01","CF58_21155.p01","CF59_21130.p01","CF60_20795.p01","ECONIH1_14055.p01","HW42_16970.p01","HW43_16640.p01","RR31_13000.p01"
"CF57_08295","","ethanolamine utilization cobalamin adenosyltransferase","10","10","1","1","1334","1","3366","","803","809","804","BU34_21775.p01","CF57_08295.p01","CF61_08980.p01","CF58_21180.p01","CF59_21155.p01","CF60_20820.p01","ECONIH1_14080.p01","HW42_16995.p01","HW43_16665.p01","RR31_13025.p01"
"CF60_20825","","ethanolamine utilization protein EutQ","10","10","1","1","1333","1","3365","","701","701","701","BU34_21780.p01","CF57_08290.p01","CF61_08975.p01","CF58_21185.p01","CF59_21160.p01","CF60_20825.p01","ECONIH1_14085.p01","HW42_17000.p01","HW43_16670.p01","RR31_13030.p01"
"ECONIH1_14170","","hydrolase","10","10","1","1","1318","1","3350","","164","698","644","BU34_21880.p01","CF57_08190.p01","CF61_08875.p01","CF58_21300.p01","CF59_21275.p01","CF60_20940.p01","ECONIH1_14170.p01","HW42_17070.p01","HW43_16740.p01","RR31_13105.p01"
"CF59_21320","","hydrogenase-4 F-S subunit","10","10","1","1","1310","1","3342","","617","617","617","BU34_21925.p01","CF57_08145.p01","CF61_08830.p01","CF58_21345.p01","CF59_21320.p01","CF60_20985.p01","ECONIH1_14215.p01","HW42_17120.p01","HW43_16790.p01","RR31_13150.p01"
"group_1181","hycD","hydrogenase 3 membrane subunit","10","10","1","1","1307","1","3339","","947","947","947","BU34_21940.p01","CF57_08130.p01","CF61_08815.p01","CF58_21355.p01","CF59_21330.p01","CF60_20995.p01","ECONIH1_14225.p01","HW42_17135.p01","HW43_16805.p01","RR31_13160.p01"
"CF59_21400","","arsenate reductase","10","10","1","1","1294","1","3326","","359","359","359","BU34_22015.p01","CF57_08055.p01","CF61_08740.p01","CF58_21425.p01","CF59_21400.p01","CF60_21065.p01","ECONIH1_14295.p01","HW42_17210.p01","HW43_16870.p01","RR31_13220.p01"
"CF60_21075","","DNA replication initiation factor","10","10","1","1","1293","1","3325","","677","746","725","BU34_22025.p01","CF57_08045.p01","CF61_08730.p01","CF58_21435.p01","CF59_21410.p01","CF60_21075.p01","ECONIH1_14300.p01","HW42_17215.p01","HW43_16875.p01","RR31_13225.p01"
"BU34_22290","","hypothetical protein","10","10","1","1","1254","1","3286","","854","854","854","BU34_22290.p01","CF57_07785.p01","CF61_08470.p01","CF58_21720.p01","CF59_21695.p01","CF60_21360.p01","ECONIH1_14785.p01","HW42_17410.p01","HW43_17070.p01","RR31_13520.p01"
"RR31_13570","","hypothetical protein","10","10","1","1","1245","1","3277","","872","872","872","BU34_22345.p01","CF57_07730.p01","CF61_08415.p01","CF58_21775.p01","CF59_21750.p01","CF60_21415.p01","ECONIH1_14835.p01","HW42_17460.p01","HW43_17120.p01","RR31_13570.p01"
"HW43_17125","","alcohol dehydrogenase","10","10","1","1","1244","1","3276","","1061","1094","1084","BU34_22350.p01","CF57_07725.p01","CF61_08410.p01","CF58_21780.p01","CF59_21755.p01","CF60_21420.p01","ECONIH1_14840.p01","HW42_17465.p01","HW43_17125.p01","RR31_13575.p01"
"HW42_17515","","hypothetical protein","10","10","1","1","1233","1","3265","","713","713","713","BU34_22410.p01","CF57_07665.p01","CF61_08350.p01","CF58_21835.p01","CF59_21810.p01","CF60_21475.p01","ECONIH1_14895.p01","HW42_17515.p01","HW43_17175.p01","RR31_13625.p01"
"HW42_17550","","ferredoxin","10","10","1","1","1226","1","3258","","260","260","260","BU34_22470.p01","CF57_07600.p01","CF61_08285.p01","CF58_21900.p01","CF59_21875.p01","CF60_21540.p01","ECONIH1_14930.p01","HW42_17550.p01","HW43_17210.p01","RR31_13660.p01"
"acpS","","4'-phosphopantetheinyl transferase","10","10","1","1","1225","1","3257","","380","380","380","BU34_22490.p01","CF57_07580.p01","CF61_08265.p01","CF58_21920.p01","CF59_21895.p01","CF60_21560.p01","ECONIH1_14945.p01","HW42_17560.p01","HW43_17220.p01","RR31_13680.p01"
"CF58_28035","","hypothetical protein","10","10","1","1","323","1","2355","","1340","1622","1593","BU34_10510.p01","CF57_01715.p01","CF61_02475.p01","CF58_28035.p01","CF59_28015.p01","CF60_27630.p01","ECONIH1_20290.p01","HW42_22185.p01","HW43_22275.p01","RR31_18230.p01"
"CF57_07540","","SoxR reducing system protein RseC","10","10","1","1","1218","1","3250","","479","479","479","BU34_22530.p01","CF57_07540.p01","CF61_08225.p01","CF58_21960.p01","CF59_21935.p01","CF60_21600.p01","ECONIH1_14980.p01","HW42_17595.p01","HW43_17255.p01","RR31_13715.p01"
"ECONIH1_15005","","L-aspartate oxidase","10","10","1","1","1214","1","3246","","1622","1622","1622","BU34_22560.p01","CF57_07510.p01","CF61_08195.p01","CF58_21990.p01","CF59_21965.p01","CF60_21630.p01","ECONIH1_15005.p01","HW42_17615.p01","HW43_17275.p01","RR31_13740.p01"
"CF61_08170","","amino acid transporter","10","10","1","1","1210","1","3242","","587","587","587","BU34_22585.p01","CF57_07485.p01","CF61_08170.p01","CF58_22010.p01","CF59_21985.p01","CF60_21650.p01","ECONIH1_15025.p01","HW42_17635.p01","HW43_17295.p01","RR31_13765.p01"
"BU34_22660","","6-phosphogluconate dehydrogenase","10","10","1","1","1772","1","3804","","1406","1406","1406","BU34_22660.p01","CF57_11140.p01","CF61_11870.p01","CF58_18170.p01","CF59_18125.p01","CF60_17905.p01","ECONIH1_12010.p01","HW42_14755.p01","HW43_14085.p01","RR31_11040.p01"
"CF57_11330","","DNA gyrase inhibitor","10","10","1","1","1800","1","3832","","473","473","473","BU34_22850.p01","CF57_11330.p01","CF61_12060.p01","CF58_18035.p01","CF59_17990.p01","CF60_17770.p01","ECONIH1_11920.p01","HW42_14655.p01","HW43_13985.p01","RR31_10870.p01"
"CF57_11450","","L,D-transpeptidase","10","10","1","1","1811","1","3843","","932","932","932","BU34_22970.p01","CF57_11450.p01","CF61_12180.p01","CF58_17990.p01","CF59_17945.p01","CF60_17725.p01","ECONIH1_11460.p01","HW42_14515.p01","HW43_13845.p01","RR31_10770.p01"
"HW42_21835","","RNA 3'-terminal-phosphate cyclase","10","10","1","1","393","1","2425","","800","1016","951","BU34_10945.p01","CF57_02150.p01","CF61_02910.p01","CF58_27510.p01","CF59_27490.p01","CF60_27125.p01","ECONIH1_19950.p01","HW42_21835.p01","HW43_21935.p01","RR31_17890.p01"
"CF57_11605","","zinc/cadmium-binding protein","10","10","1","1","1830","1","3862","","650","650","650","BU34_23125.p01","CF57_11605.p01","CF61_12335.p01","CF58_17760.p01","CF59_17715.p01","CF60_17495.p01","ECONIH1_11310.p01","HW42_14125.p01","HW43_13735.p01","RR31_10685.p01"
"HW42_14070","","hydrolase","10","10","1","1","1838","1","3870","","695","695","695","BU34_23200.p01","CF57_11680.p01","CF61_12410.p01","CF58_17685.p01","CF59_17640.p01","CF60_17420.p01","ECONIH1_11255.p01","HW42_14070.p01","HW43_13680.p01","RR31_10630.p01"
"HW42_14065","","DNA cytosine methylase","10","10","1","1","1839","1","3871","","1418","1418","1418","BU34_23205.p01","CF57_11685.p01","CF61_12415.p01","CF58_17680.p01","CF59_17635.p01","CF60_17415.p01","ECONIH1_11250.p01","HW42_14065.p01","HW43_13675.p01","RR31_10625.p01"
"HW42_14045","","hypothetical protein","10","10","1","1","1843","1","3875","","182","182","182","BU34_23225.p01","CF57_11705.p01","CF61_12435.p01","CF58_17660.p01","CF59_17615.p01","CF60_17395.p01","ECONIH1_11230.p01","HW42_14045.p01","HW43_13655.p01","RR31_10605.p01"
"CF58_17645","","mannosyl-3-phosphoglycerate phosphatase","10","10","1","1","1844","1","3876","","815","815","815","BU34_23245.p01","CF57_11725.p01","CF61_12455.p01","CF58_17645.p01","CF59_17600.p01","CF60_17380.p01","ECONIH1_11220.p01","HW42_14035.p01","HW43_13645.p01","RR31_10595.p01"
"CF60_17365","","hypothetical protein","10","10","1","1","1845","1","3877","","227","227","227","BU34_23260.p01","CF57_11740.p01","CF61_12470.p01","CF58_17630.p01","CF59_17585.p01","CF60_17365.p01","ECONIH1_11215.p01","HW42_14030.p01","HW43_13640.p01","RR31_10590.p01"
"fliE","","flagellar hook-basal body protein FliE","10","10","1","1","1848","1","3880","","314","314","314","BU34_23285.p01","CF57_11765.p01","CF61_12495.p01","CF58_17535.p01","CF59_17490.p01","CF60_17270.p01","ECONIH1_11135.p01","HW42_13950.p01","HW43_13560.p01","RR31_10510.p01"
"RR31_10485","","hypothetical protein","10","10","1","1","1857","1","3889","","233","233","233","BU34_23350.p01","CF57_11830.p01","CF61_12560.p01","CF58_17495.p01","CF59_17450.p01","CF60_17230.p01","ECONIH1_11105.p01","HW42_13910.p01","HW43_13550.p01","RR31_10485.p01"
